task,cell,variant,solver,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_failed_outer_draws,n_unique_compounds,n_test_evaluations,mean_delta_auprc,sd_delta_auprc,mean_delta_auroc,sd_delta_auroc,n_alpha_boundary_hits,n_folds_saturated_no_bio_signal,nb_auprc_n,nb_auprc_mean,nb_auprc_naive_se,nb_auprc_corrected_se,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,nb_auprc_t_stat,nb_auprc_p_value,nb_auprc_df,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_significant_nb,nb_auprc_empirical_variance,nb_auprc_variance_degenerate,nb_auprc_inference_valid,nb_auroc_n,nb_auroc_mean,nb_auroc_naive_se,nb_auroc_corrected_se,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,nb_auroc_t_stat,nb_auroc_p_value,nb_auroc_df,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_significant_nb,nb_auroc_empirical_variance,nb_auroc_variance_degenerate,nb_auroc_inference_valid,nb_log_loss_n,nb_log_loss_mean,nb_log_loss_naive_se,nb_log_loss_corrected_se,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_log_loss_t_stat,nb_log_loss_p_value,nb_log_loss_df,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_significant_nb,nb_log_loss_empirical_variance,nb_log_loss_variance_degenerate,nb_log_loss_inference_valid
SR-MMP,HA1E,standardized,lbfgs,20,5,100,0,723,14460,0.05853147377640206,0.04026785910186429,0.028346746784100492,0.025055808633960557,6,6,100,0.05853147377640206,0.0040267859101864294,0.020983129381634553,0.27153351169942647,0.26153351169942646,2.789453980474029,0.006333399420545766,99,0.016896392761662875,0.10016655479114125,True,0.001621500476647595,False,True,100,0.028346746784100492,0.002505580863396056,0.013056300634158366,0.27153351169942647,0.26153351169942646,2.1711162739266823,0.032312160258719594,99,0.0024402137418098983,0.05425327982639108,True,0.0006277935463016524,False,True,100,-0.024447101306216162,0.0016551319774194006,0.00862470695003103,0.27153351169942647,0.26153351169942646,-2.834542836974676,0.0055633434387419665,99,-0.04156039103826248,-0.007333811574169843,True,0.0002739461862676255,False,True
SR-p53,HA1E,standardized,lbfgs,20,5,100,0,884,17680,0.042889051586439395,0.060984370455020726,0.019596026344720734,0.026098960566285117,34,34,100,0.042889051586439395,0.006098437045502073,0.03158162907472491,0.2681834460896019,0.25818344608960186,1.3580379747023226,0.17753865306623387,99,-0.019775752179889236,0.10555385535276803,False,0.003719093439795205,False,True,100,0.019596026344720734,0.0026098960566285118,0.013515720268822255,0.2681834460896019,0.25818344608960186,1.4498691860266142,0.15025567225577896,99,-0.007222094924525874,0.04641414761396734,False,0.0006811557426405055,False,True,100,-0.00997051114855973,0.001299146125550902,0.006727814150557773,0.2681834460896019,0.25818344608960186,-1.4819837357922736,0.14152073888184627,99,-0.023319954032696454,0.0033789317355769916,False,0.00016877806555339205,False,True
NR-AR,HEPG2,standardized,lbfgs,20,5,100,0,668,13360,0.0,0.0,0.0,0.0,100,26,100,0.0,0.0,0.0,0.2657936050151701,0.25579360501517007,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.2657936050151701,0.25579360501517007,,,99,,,False,0.0,True,False,100,8.080180594061127e-11,1.6333590245015716e-11,8.420811004298876e-11,0.2657936050151701,0.25579360501517007,,,99,,,False,2.6678617029207263e-20,True,False
NR-AR-LBD,HEPG2,standardized,lbfgs,20,5,100,0,598,11960,-0.00016604743816904798,0.0011583389474655844,-0.00042384166573981586,0.005091416577828071,96,77,100,-0.00016604743816904798,0.00011583389474655845,0.0005976718340826579,0.266228325901189,0.256228325901189,-0.27782376330968883,0.7817270184969929,99,-0.0013519580227951426,0.0010198631464570466,False,1.3417491172156779e-06,False,True,100,-0.00042384166573981586,0.0005091416577828071,0.0026270344192495204,0.266228325901189,0.256228325901189,-0.16133845169066993,0.8721556346437371,99,-0.005636447892611482,0.00478876456113185,False,2.59225227689825e-05,False,True,100,9.991842324261042e-05,7.700950256569485e-05,0.0003973483818439895,0.266228325901189,0.256228325901189,0.2514630178658719,0.8019773878772044,99,-0.0006885069716667785,0.0008883438181519993,False,5.930463485415762e-07,False,True
NR-AhR,HEPG2,standardized,lbfgs,20,5,100,0,585,11700,0.005268009776365984,0.01832543192266652,0.0020772582276259253,0.007838767407652351,78,77,100,0.005268009776365984,0.0018325431922666519,0.009493183029426996,0.2683584465719551,0.2583584465719551,0.5549255460509075,0.5801972250723302,99,-0.01356852491439761,0.024104544467129577,False,0.0003358214551522851,False,True,100,0.0020772582276259253,0.0007838767407652352,0.004060742144577114,0.2683584465719551,0.2583584465719551,0.5115464498035127,0.6101075777395965,99,-0.005980135171349706,0.010134651626601557,False,6.144627447127277e-05,False,True,100,-0.0011699126533787334,0.00034535591525125764,0.0017890584667313047,0.2683584465719551,0.2583584465719551,-0.6539264507750939,0.5146753090241034,99,-0.0047197927903071205,0.002379967483549654,False,1.1927070819903384e-05,False,True
NR-Aromatase,HEPG2,standardized,lbfgs,20,5,100,0,512,10240,0.010213780075407207,0.0393886451153503,0.007293388853495549,0.030010540011865577,68,66,100,0.010213780075407207,0.00393886451153503,0.020448049195759654,0.2695018049439395,0.2595018049439395,0.4994989975633106,0.6185361817695908,99,-0.030359585764102588,0.050787145914917,False,0.001551465364023009,False,True,100,0.007293388853495549,0.0030010540011865578,0.01557954067109534,0.2695018049439395,0.2595018049439395,0.46813888852493224,0.6407142900178913,99,-0.023619799842810783,0.03820657754980188,False,0.0009006325118037846,False,True,100,-0.0018833778268066573,0.000683473634460935,0.003548155175313539,0.2695018049439395,0.2595018049439395,-0.5308048080620457,0.5967428180196009,99,-0.008923687472247043,0.005156931818633729,False,4.671362090032399e-05,False,True
NR-ER,HEPG2,standardized,lbfgs,20,5,100,0,540,10800,0.0,0.0,0.0,0.0,99,57,100,0.0,0.0,0.0,0.26762361834947307,0.25762361834947306,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.26762361834947307,0.25762361834947306,,,99,,,False,0.0,True,False,100,-5.3007019498174655e-08,5.298301408184989e-08,2.740935903799877e-07,0.26762361834947307,0.25762361834947306,-0.19339021910249252,0.8470495926642556,99,-5.968681678300235e-07,4.90854128833674e-07,False,2.8071997811975033e-13,False,True
NR-ER-LBD,HEPG2,standardized,lbfgs,20,5,100,0,620,12400,0.0,0.0,0.0,0.0,100,34,100,0.0,0.0,0.0,0.26572684578114797,0.25572684578114796,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.26572684578114797,0.25572684578114796,,,99,,,False,0.0,True,False,100,9.440520809533837e-11,2.3628861837713574e-11,1.2180371070329317e-10,0.26572684578114797,0.25572684578114796,,,99,,,False,5.583231117457569e-20,True,False
NR-PPAR-gamma,HEPG2,standardized,lbfgs,20,5,100,0,552,11040,-0.00045911598332497224,0.004828572168342056,-0.0015678944390930083,0.023187667334658758,97,52,100,-0.00045911598332497224,0.00048285721683420565,0.0025019016523402647,0.2684744827204268,0.2584744827204268,-0.18350680687049298,0.8547756967435856,99,-0.005423431652906108,0.0045051996862561635,False,2.331510918488751e-05,False,True,100,-0.0015678944390930083,0.0023187667334658756,0.012014579299208987,0.2684744827204268,0.2584744827204268,-0.13049932087062216,0.8964361968407616,99,-0.02540742634982879,0.022271637471642774,False,0.0005376679164228007,False,True,100,0.00015118969388416725,0.00013599254868431262,0.0007046389085576633,0.2684744827204268,0.2584744827204268,0.214563362948038,0.8305491042775097,99,-0.0012469667731685248,0.0015493461609368594,False,1.8493973297655138e-06,False,True
SR-ARE,HEPG2,standardized,lbfgs,20,5,100,0,451,9020,0.10120198542302279,0.06667393061340761,0.0542990278207971,0.039426247859061875,6,6,100,0.10120198542302279,0.006667393061340761,0.03459092447697493,0.2691610542962479,0.2591610542962479,2.925680274616158,0.00426233268868775,99,0.03256608670745252,0.16983788413859308,True,0.004445413023441493,False,True,100,0.0542990278207971,0.003942624785906187,0.020454626711763953,0.2691610542962479,0.2591610542962479,2.654608592273571,0.009252924174774578,99,0.013712610762532752,0.09488544487906145,True,0.0015544290202441809,False,True,100,-0.03386117264103552,0.002329989124077564,0.012088154557807434,0.2691610542962479,0.2591610542962479,-2.801186275300016,0.006124166564874608,99,-0.057846693827093974,-0.009875651454977062,True,0.0005428849318319734,False,True
SR-ATAD5,HEPG2,standardized,lbfgs,20,5,100,0,619,12380,-0.004286862632293934,0.035925168627750165,-0.0022206220269861167,0.021131573459294433,79,80,100,-0.004286862632293934,0.0035925168627750164,0.018540956007826657,0.2663585341976172,0.25635853419761717,-0.23121044192566603,0.8176285002793366,99,-0.041076141840200336,0.03250241657561247,False,0.0012906177409322847,False,True,100,-0.0022206220269861167,0.0021131573459294436,0.010905991227061141,0.2663585341976172,0.25635853419761717,-0.20361487376553777,0.839072416632763,99,-0.02386047469272581,0.019419230638753577,False,0.00044654339686555695,False,True,100,-0.0002930954025829921,0.0003320064041896355,0.001713482878307718,0.2663585341976172,0.25635853419761717,-0.17105242561423262,0.8645316662247622,99,-0.0036930171758410555,0.003106826370675071,False,1.1022825242293164e-05,False,True
SR-HSE,HEPG2,standardized,lbfgs,20,5,100,0,547,10940,-0.01650826516327563,0.09647350146851999,0.012590477043243556,0.048948655682338825,75,75,100,-0.01650826516327563,0.009647350146851998,0.04997764543179771,0.26837094811835666,0.25837094811835665,-0.3303129833477996,0.7418614709231122,99,-0.11567475642553912,0.08265822609898787,False,0.009307136485596529,False,True,100,0.012590477043243556,0.004894865568233882,0.025357621738787393,0.26837094811835666,0.25837094811835665,0.4965164782778101,0.6206307547361493,99,-0.03772454586080347,0.06290549994729058,False,0.0023959708931081606,False,True,100,-0.0005243114585655116,0.00038728629573641705,0.002006318509671269,0.26837094811835666,0.25837094811835665,-0.26133012083481144,0.79438082939395,99,-0.004505282655580881,0.0034566597384498576,False,1.499906748652355e-05,False,True
SR-MMP,HEPG2,standardized,lbfgs,20,5,100,0,495,9900,0.07044961478963005,0.05442810005790104,0.04041163615747641,0.03199089448672246,8,8,100,0.07044961478963005,0.005442810005790104,0.028305732754458243,0.27045963339253226,0.26045963339253225,2.4888815068224655,0.01448263019010664,99,0.01428490003335945,0.12661432954590066,True,0.0029624180759128867,False,True,100,0.04041163615747641,0.0031990894486722456,0.016637099383478977,0.27045963339253226,0.26045963339253225,2.4290073182832637,0.01694346926688099,99,0.007400021536842771,0.07342325077811004,True,0.0010234173300606093,False,True,100,-0.03833535218907624,0.0025878548061735464,0.013458328781082496,0.27045963339253226,0.26045963339253225,-2.8484481849605108,0.005343766936697646,99,-0.06503959629547731,-0.011631108082675163,True,0.0006696992497835523,False,True
SR-p53,HEPG2,standardized,lbfgs,20,5,100,0,603,12060,0.05057824989092393,0.07256806329793165,0.02884784340721306,0.036988021229841274,37,38,100,0.05057824989092393,0.007256806329793165,0.03749539723076913,0.266971469718678,0.256971469718678,1.3489188974218644,0.18044038241356092,99,-0.0238207528979199,0.12497725267976775,False,0.005266123810812615,False,True,100,0.02884784340721306,0.0036988021229841274,0.019111444976822874,0.266971469718678,0.256971469718678,1.5094538085528257,0.13436789052832165,99,-0.009073409683624349,0.06676909649805046,False,0.0013681137144991888,False,True,100,-0.011365459309404982,0.0016564765979796695,0.008558895638391805,0.266971469718678,0.256971469718678,-1.3279118930278864,0.18726077416324705,99,-0.028348165121295732,0.005617246502485768,False,0.0002743914719654299,False,True
NR-AR,HT29,standardized,lbfgs,20,5,100,0,960,19200,0.0,0.0,0.0,0.0,100,59,100,0.0,0.0,0.0,0.2668456338651351,0.2568456338651351,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.2668456338651351,0.2568456338651351,,,99,,,False,0.0,True,False,100,-8.187146446902993e-11,2.7926039266372364e-11,1.4425782998202893e-10,0.2668456338651351,0.2568456338651351,,,99,,,False,7.798636691069712e-20,True,False
NR-AR-LBD,HT29,standardized,lbfgs,20,5,100,0,862,17240,0.0003972757835264468,0.0026326351294564867,-0.00016851265822784734,0.001886496511968925,97,95,100,0.0003972757835264468,0.00026326351294564865,0.0013599131750167606,0.2668339088833951,0.2568339088833951,0.29213319704881197,0.7707961052739081,99,-0.0023010869909218037,0.003095638557974697,False,6.930767724848373e-06,False,True,100,-0.00016851265822784734,0.00018864965119689251,0.000974488045283872,0.2668339088833951,0.2568339088833951,-0.17292429501149906,0.8630639850202282,99,-0.0021021083567226667,0.0017650830402669722,False,3.5588690896709207e-06,False,True,100,1.3418136959944537e-07,2.2640729834797544e-05,0.00011695288287326305,0.2668339088833951,0.2568339088833951,0.00114731134712474,0.999086886908259,99,-0.00023192571135533858,0.0002321940740945375,False,5.126026474522915e-08,False,True
NR-AhR,HT29,standardized,lbfgs,20,5,100,0,841,16820,0.00010785998873370228,0.0010785998873370228,1.8552875695733162e-05,0.00018552875695733163,99,63,100,0.00010785998873370228,0.00010785998873370228,0.0005583398022282753,0.267963989860489,0.257963989860489,0.1931798311767215,0.8472139054521463,99,-0.001000007311549647,0.0012157272890170514,False,1.1633777169634381e-06,False,True,100,1.8552875695733162e-05,1.8552875695733162e-05,9.603940319608697e-05,0.267963989860489,0.257963989860489,0.19317983117672144,0.8472139054521463,99,-0.00017201013613871976,0.00020911588753018607,False,3.4420919658132634e-08,False,True,100,9.962462330671552e-06,9.962530612142725e-06,5.1571277143466255e-05,0.267963989860489,0.257963989860489,0.19317850715538717,0.8472149395330213,99,-9.236613998834648e-05,0.00011229106464968957,False,9.92520161978809e-09,False,True
NR-Aromatase,HT29,standardized,lbfgs,20,5,100,0,758,15160,0.006151248527502932,0.032405612166892854,0.004906475159565549,0.016815060324541307,74,70,100,0.006151248527502932,0.0032405612166892853,0.01681041744555624,0.2691017588859214,0.2591017588859214,0.36591884451560647,0.7152063817303911,99,-0.027204266729907046,0.03950676378491291,False,0.0010501236999110742,False,True,100,0.004906475159565549,0.0016815060324541305,0.008722815726238224,0.2691017588859214,0.2591017588859214,0.5624875399817142,0.5750553814152151,99,-0.012401483669322855,0.022214433988453953,False,0.00028274625371796315,False,True,100,-0.0014340213731377923,0.0004256759671843435,0.0022081948855206066,0.2691017588859214,0.2591017588859214,-0.64940888258588,0.5175779915647085,99,-0.005815559097222555,0.002947516350946971,False,1.812000290383263e-05,False,True
NR-ER,HT29,standardized,lbfgs,20,5,100,0,799,15980,0.0,0.0,0.0,0.0,100,81,100,0.0,0.0,0.0,0.26858082494134755,0.25858082494134754,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.26858082494134755,0.25858082494134754,,,99,,,False,0.0,True,False,100,-7.239170440875852e-10,9.500128704249933e-11,4.923421192401112e-10,0.26858082494134755,0.25858082494134754,,,99,,,False,9.025244539731351e-19,True,False
NR-ER-LBD,HT29,standardized,lbfgs,20,5,100,0,902,18040,0.0003834452652427661,0.003834452652427661,-3.3163265306122016e-05,0.0003316326530612201,99,94,100,0.0003834452652427661,0.0003834452652427661,0.0019813224368880286,0.26699526298538073,0.2569952629853807,0.19352996670497805,0.8469404536382787,99,-0.003547928300434952,0.004314818830920484,False,1.4703027143709524e-05,False,True,100,-3.3163265306122016e-05,3.3163265306122016e-05,0.00017135984607839536,0.26699526298538073,0.2569952629853807,-0.19352996670497805,0.8469404536382787,99,-0.00037317837670279276,0.0003068518460905487,False,1.099802165764236e-07,False,True,100,-4.968771865157678e-06,4.968342620237397e-06,2.567221348108463e-05,0.26699526298538073,0.2569952629853807,-0.19354668691964116,0.8469273958110348,99,-5.590801303707553e-05,4.5970469306760176e-05,False,2.46844283920674e-09,False,True
NR-PPAR-gamma,HT29,standardized,lbfgs,20,5,100,0,803,16060,-0.0006734223241757651,0.011144415535169276,-0.0035059241540850578,0.026300774066566536,92,62,100,-0.0006734223241757651,0.0011144415535169277,0.005779514789574709,0.26894790449820716,0.25894790449820715,-0.11651883396691153,0.907477402149763,99,-0.01214123354114504,0.010794388892793511,False,0.00012419799762052231,False,True,100,-0.0035059241540850578,0.002630077406656654,0.013639630738398826,0.26894790449820716,0.25894790449820715,-0.25703952118110074,0.7976817224765567,99,-0.0305699106775349,0.023558062369364783,False,0.0006917307165005789,False,True,100,7.198800631826944e-05,0.00012724986104934447,0.0006599201650235686,0.26894790449820716,0.25894790449820715,0.10908593210770946,0.9133551369237773,99,-0.0012374367717639027,0.0013814127844004418,False,1.6192527137077473e-06,False,True
SR-ARE,HT29,standardized,lbfgs,20,5,100,0,682,13640,0.0011433205659190837,0.015588732740574525,0.00038201993742501217,0.01304209925975555,75,73,100,0.0011433205659190837,0.0015588732740574526,0.00811822675811493,0.27120689896035843,0.2612068989603584,0.1408337805760633,0.8882874174884304,99,-0.014965002583723937,0.017251643715562103,False,0.00024300858845706014,False,True,100,0.00038201993742501217,0.0013042099259755549,0.006792002977699151,0.27120689896035843,0.2612068989603584,0.05624554916706245,0.9552595559028174,99,-0.013094787505623094,0.013858827380473117,False,0.00017009635310131626,False,True,100,-0.000829167897125358,0.0005226085266424858,0.00272161605155063,0.27120689896035843,0.2612068989603584,-0.30466012891603234,0.7612645438548951,99,-0.006229444602110247,0.004571108807859531,False,2.731196721194298e-05,False,True
SR-ATAD5,HT29,standardized,lbfgs,20,5,100,0,903,18060,0.008907975078875236,0.04474782904677385,-0.002751327710544821,0.03254923763545151,71,65,100,0.008907975078875236,0.004474782904677385,0.02313206914854228,0.2672298840529518,0.2572298840529518,0.3850920132424294,0.7009953516556191,99,-0.036991068649133374,0.05480701880688385,False,0.0020023682043992974,False,True,100,-0.002751327710544821,0.003254923763545151,0.016826094846491387,0.2672298840529518,0.2572298840529518,-0.16351552369375438,0.8704458945503691,99,-0.03613795033264592,0.030635294911556275,False,0.001059452870649093,False,True,100,-0.0003831264280362613,0.0005539015841273072,0.0028633544952822105,0.2672298840529518,0.2572298840529518,-0.1338033515121922,0.8938297010651877,99,-0.0060646429557538115,0.005298390099681289,False,3.068069648987403e-05,False,True
SR-HSE,HT29,standardized,lbfgs,20,5,100,0,806,16120,-0.0029857809213508883,0.02591454308719674,-0.0005011860647466016,0.00770095332906982,95,87,100,-0.0029857809213508883,0.002591454308719674,0.013453796258177378,0.2695271884999238,0.2595271884999238,-0.2219285073189729,0.824826697405203,99,-0.029681031518970526,0.02370946967626875,False,0.0006715635434181764,False,True,100,-0.0005011860647466016,0.0007700953329069821,0.003998027545167329,0.2695271884999238,0.2595271884999238,-0.12535833209864128,0.9004940859262087,99,-0.008434140092466262,0.0074317679629730595,False,5.930468217651155e-05,False,True,100,-7.530563317269243e-05,6.217062208604359e-05,0.00032276505125919717,0.2695271884999238,0.2595271884999238,-0.2333140867603354,0.8159992551037409,99,-0.0007157415192357604,0.0005651302528903755,False,3.8651862505656506e-07,False,True
