variant,task,cell,gene,mean_beta,sd_beta,n_outer_fits
standardized,NR-AR,HA1E,BLMH,0.0001200068376551997,0.000806378499227708,100
standardized,NR-AR,HA1E,MVP,8.041434443838238e-05,0.0005287426970088719,100
standardized,NR-AR,HA1E,NUP133,-3.3377633720837426e-05,0.00024140120826052395,100
standardized,NR-AR,HA1E,PLOD3,9.366762175291839e-05,0.000582419336432247,100
standardized,NR-AR,HA1E,PPP2R5A,0.00011240229691368277,0.0007151882156394549,100
standardized,NR-AR,HA1E,NUP93,5.714584100213951e-05,0.00035477248150689853,100
standardized,NR-AR,HA1E,ARL4C,-0.00011146450376170779,0.0007000166038926791,100
standardized,NR-AR,HA1E,KIAA0907,-0.00010116367952507612,0.0007558259554467212,100
standardized,NR-AR,HA1E,CRK,9.086014116140576e-05,0.0006680260891395089,100
standardized,NR-AR,HA1E,CHERP,6.258770526506352e-05,0.0006287766881859652,100
standardized,NR-AR,HA1E,PLK1,-3.4658542787556335e-05,0.00024264283105104848,100
standardized,NR-AR,HA1E,TRIB1,3.843135919472726e-05,0.0004542720504648746,100
standardized,NR-AR,HA1E,CDK4,6.468651764883857e-05,0.00042495217123328654,100
standardized,NR-AR,HA1E,STXBP1,2.5698206426379337e-05,0.00017077409306996946,100
standardized,NR-AR,HA1E,VPS72,-1.428192245115972e-06,4.5246218516339714e-05,100
standardized,NR-AR,HA1E,HSD17B10,3.4231903412022983e-05,0.00021589052145556853,100
standardized,NR-AR,HA1E,CDKN1A,-0.0001226010570724593,0.0008222361219948241,100
standardized,NR-AR,HA1E,COL1A1,-0.00016767243353882716,0.0011372093626210535,100
standardized,NR-AR,HA1E,SENP6,-6.44916502447863e-06,0.00014485852440611097,100
standardized,NR-AR,HA1E,ACBD3,-7.408803360944052e-05,0.0005267516086779597,100
standardized,NR-AR,HA1E,CSK,8.374133226579116e-05,0.0006167652725401639,100
standardized,NR-AR,HA1E,CSNK1E,-2.2478317691529016e-05,0.00015868334477738935,100
standardized,NR-AR,HA1E,TOR1A,-3.859300251371002e-05,0.0003940229504032252,100
standardized,NR-AR,HA1E,TRAM2,-5.8546710780284976e-05,0.00047964391631372187,100
standardized,NR-AR,HA1E,TCEAL4,0.0001494797770007018,0.0009067478040031493,100
standardized,NR-AR,HA1E,GNPDA1,-0.0001344010701468009,0.000822638180723213,100
standardized,NR-AR,HA1E,RGS2,2.8853084983957757e-05,0.0003306633901176226,100
standardized,NR-AR,HA1E,ABCF3,0.00016966228204585805,0.0011121997271485236,100
standardized,NR-AR,HA1E,TCERG1,-4.330788111388128e-05,0.00026215679191008383,100
standardized,NR-AR,HA1E,USP1,6.664747343343087e-06,4.03512311131143e-05,100
standardized,NR-AR,HA1E,KEAP1,0.00014921727552751055,0.0010894326312737477,100
standardized,NR-AR,HA1E,KAT6A,-0.00017083585020406366,0.0013057024731271806,100
standardized,NR-AR,HA1E,MPC2,4.5152227743469e-05,0.0003442963923837973,100
standardized,NR-AR,HA1E,MYC,8.93283761120114e-05,0.0005916061940971725,100
standardized,NR-AR,HA1E,SLC35B1,-6.267878806413951e-05,0.0004493964886609527,100
standardized,NR-AR,HA1E,PLSCR1,-8.531966380179634e-05,0.0005689639909314292,100
standardized,NR-AR,HA1E,DECR1,6.169043308987462e-05,0.00040641199720222056,100
standardized,NR-AR,HA1E,ERBB3,-0.00014552344107320348,0.0009494379861055772,100
standardized,NR-AR,HA1E,PRSS23,-2.8523901655274733e-05,0.000247067345640013,100
standardized,NR-AR,HA1E,PAPD7,6.289910393345381e-05,0.0005567997104946073,100
standardized,NR-AR,HA1E,CTNNAL1,5.562321236928839e-05,0.0004715269571040423,100
standardized,NR-AR,HA1E,IKBKAP,1.741186084897974e-05,0.0001926513950086409,100
standardized,NR-AR,HA1E,PPIE,6.331383057629909e-06,0.00015527966593554103,100
standardized,NR-AR,HA1E,DNAJB2,-2.751626238249773e-06,2.4157489128463494e-05,100
standardized,NR-AR,HA1E,SNAP25,-8.199025412772293e-05,0.0005247753760689282,100
standardized,NR-AR,HA1E,BCL7B,0.00012139772955817108,0.0008646306737829371,100
standardized,NR-AR,HA1E,GALE,-6.71708422872949e-05,0.00047169974964792307,100
standardized,NR-AR,HA1E,HMGCR,-6.264291619382103e-05,0.00041002681441362814,100
standardized,NR-AR,HA1E,PRKCD,6.346090425926783e-05,0.000360821940415562,100
standardized,NR-AR,HA1E,VAPB,4.353453219838246e-07,9.078388813212753e-05,100
standardized,NR-AR,HA1E,MYLK,-7.225057323479513e-05,0.000643790977437943,100
standardized,NR-AR,HA1E,S100A13,-3.8518583188565696e-05,0.0002732415346367806,100
standardized,NR-AR,HA1E,NRIP1,-0.0001330244239992639,0.0008626838382102155,100
standardized,NR-AR,HA1E,HTATSF1,0.00016126228737143813,0.00114890373397578,100
standardized,NR-AR,HA1E,ADAM10,8.243542579731134e-05,0.000455811142080077,100
standardized,NR-AR,HA1E,EAPP,0.0001244792040675554,0.0008105141595296402,100
standardized,NR-AR,HA1E,SERPINE1,0.00018355729044304954,0.0011562674139078452,100
standardized,NR-AR,HA1E,APPBP2,-5.5701270899377936e-05,0.0003456353548026534,100
standardized,NR-AR,HA1E,TOPBP1,1.4149152856531763e-05,0.00030167587917839534,100
standardized,NR-AR,HA1E,POLR2K,-7.522316412756398e-05,0.0004944085256360608,100
standardized,NR-AR,HA1E,ICAM1,0.0001234552625373183,0.0008162601446878493,100
standardized,NR-AR,HA1E,NRAS,-7.327765083909685e-05,0.0005975604091386562,100
standardized,NR-AR,HA1E,LPGAT1,-5.1050816599871586e-05,0.0005123560376325457,100
standardized,NR-AR,HA1E,PSMB10,0.0001251900549953367,0.0009644152250220144,100
standardized,NR-AR,HA1E,SDHB,1.858136420845653e-05,0.00012893859366391966,100
standardized,NR-AR,HA1E,RASA1,-9.23165964194463e-05,0.0006427981095528594,100
standardized,NR-AR,HA1E,GTF2A2,3.3082378112735505e-05,0.0005082058305011932,100
standardized,NR-AR,HA1E,NPC1,-2.7419633193857244e-05,0.000261675276472355,100
standardized,NR-AR,HA1E,GTF2E2,5.53857603663617e-05,0.00038951289459919735,100
standardized,NR-AR,HA1E,RNMT,-2.560131534259807e-05,0.0002466118428179781,100
standardized,NR-AR,HA1E,RBM15B,0.00010825603813962602,0.0007634327064965833,100
standardized,NR-AR,HA1E,OXSR1,0.00024369046699452787,0.0016240256696579674,100
standardized,NR-AR,HA1E,DUSP11,-5.164876710842101e-05,0.00033184497868385393,100
standardized,NR-AR,HA1E,CCNB2,3.092686610961843e-05,0.00024547628132950684,100
standardized,NR-AR,HA1E,HIST2H2BE,-9.078609552832864e-05,0.0005146156471421794,100
standardized,NR-AR,HA1E,PTPN1,4.181776480220579e-05,0.0003174593362335928,100
standardized,NR-AR,HA1E,TES,-2.3595606958876263e-05,0.0002612787220698658,100
standardized,NR-AR,HA1E,GFPT1,0.00010799500893863286,0.000650926109408599,100
standardized,NR-AR,HA1E,LIG1,-4.252524167145738e-05,0.000366086768607194,100
standardized,NR-AR,HA1E,PKIG,-1.9945164003987392e-05,0.0001375206216225515,100
standardized,NR-AR,HA1E,P4HA2,0.0002380934962981292,0.0016081802250830946,100
standardized,NR-AR,HA1E,EBP,1.570755778285241e-05,0.00015052211356349522,100
standardized,NR-AR,HA1E,PHKB,6.703836621007046e-05,0.0005351257881510216,100
standardized,NR-AR,HA1E,PIK3R3,0.0001331209028199629,0.0011787689915926975,100
standardized,NR-AR,HA1E,WRB,8.418902984353636e-05,0.0004953209588538925,100
standardized,NR-AR,HA1E,GPC1,6.739921382845457e-05,0.0004038348838216415,100
standardized,NR-AR,HA1E,SYNE2,2.146834763866114e-05,0.00019951236364625777,100
standardized,NR-AR,HA1E,CASP3,2.1284111424104943e-05,0.000307559584243549,100
standardized,NR-AR,HA1E,DNTTIP2,5.815843891707154e-05,0.00047441408466002204,100
standardized,NR-AR,HA1E,ZMYM2,-7.881676334310662e-05,0.0004987451919631534,100
standardized,NR-AR,HA1E,OXCT1,4.905658163862687e-05,0.0004380766102708274,100
standardized,NR-AR,HA1E,NNT,-2.5360999552229046e-05,0.0004125278688795054,100
standardized,NR-AR,HA1E,MAPKAPK3,7.596598751868254e-05,0.0004787979854218864,100
standardized,NR-AR,HA1E,INPP1,-1.5567554776515995e-05,0.0001500179802082651,100
standardized,NR-AR,HA1E,SACM1L,-1.3733837470645658e-05,0.00028486947085319675,100
standardized,NR-AR,HA1E,PRKACA,-0.00016214985787642327,0.0010484094631378312,100
standardized,NR-AR,HA1E,INTS3,3.7021743332815036e-05,0.00022913972097938785,100
standardized,NR-AR,HA1E,STAMBP,-4.461858358541186e-06,0.00011971271097842238,100
standardized,NR-AR,HA1E,GAA,1.7155996667598794e-05,9.960222040178001e-05,100
standardized,NR-AR,HA1E,TARBP1,-5.801310103013047e-05,0.00042640106582470097,100
standardized,NR-AR,HA1E,SLC25A4,0.00017108346785910553,0.001196406660309002,100
standardized,NR-AR,HA1E,SLC37A4,1.2767286117536803e-05,7.95038593946841e-05,100
standardized,NR-AR,HA1E,PCK2,-4.750150956076089e-05,0.0004164878223601294,100
standardized,NR-AR,HA1E,HPRT1,-1.831595282595301e-05,0.00010536908370022537,100
standardized,NR-AR,HA1E,FAH,0.00033399016064034157,0.0022995141202556578,100
standardized,NR-AR,HA1E,POP4,0.00010110673415786416,0.0007516021270033492,100
standardized,NR-AR,HA1E,CDC20,-8.579837772305597e-05,0.0005896606428184495,100
standardized,NR-AR,HA1E,CYTH1,5.8308171597025866e-05,0.00034460213245790576,100
standardized,NR-AR,HA1E,DDIT4,0.000279326840235927,0.0017956186206143224,100
standardized,NR-AR,HA1E,MAP7,-4.788597059519047e-05,0.00031496532365074656,100
standardized,NR-AR,HA1E,NIT1,0.0001687827578934052,0.001289818842385059,100
standardized,NR-AR,HA1E,NUP88,-8.267045592697707e-05,0.0004826271731973264,100
standardized,NR-AR,HA1E,WFS1,1.0057405944995577e-05,0.0003583096814912968,100
standardized,NR-AR,HA1E,ADGRE5,-0.00010585872884945045,0.0008299716022529057,100
standardized,NR-AR,HA1E,MSH6,0.00010894760973868425,0.0009003939112789281,100
standardized,NR-AR,HA1E,FAM20B,-2.2878168953648215e-05,0.00032214571188593694,100
standardized,NR-AR,HA1E,PIN1,0.00017247142739718405,0.0011737907828453058,100
standardized,NR-AR,HA1E,ETFB,5.211717722306993e-05,0.00039255241104454693,100
standardized,NR-AR,HA1E,FPGS,0.00019963972467303945,0.0013662733207203002,100
