analysis,task,cell,ik,gene_set,es,nes,nominal_p,leading_edge_size,gene_set_size_measured,ranked_gene_count,leading_edge_genes,drug_name,context,mean_B,directionally_stable_positive,abs_nes,bh_q_within_task_pathway
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Hypoxia,0.5345646399823649,1.2143725387780473,0.2063635337921697,8,41,978,DDIT4;FOXO3;IER3;CDKN1A;HMOX1;ERO1A;TIPARP;GLRX,sulconazole,MCF7 x 24 h,,True,1.2143725387780473,0.4927865546218488
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Cholesterol Homeostasis,0.5001798600748876,1.0114181230869235,0.47054233320327743,3,17,978,ECH1;ATF5;GSTM2,sulconazole,MCF7 x 24 h,,True,1.0114181230869235,0.650203951335438
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Mitotic Spindle,0.5319849596456113,1.1667442372617252,0.27400828892836,6,30,978,BIRC5;CCNB2;NET1;PLK1;NUSAP1;AURKA,sulconazole,MCF7 x 24 h,,True,1.1667442372617252,0.6941543319518453
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Wnt-beta Catenin Signaling,-0.5646328231787121,-1.2293980745577548,0.22639025995393222,3,9,978,HDAC2;TP53;AXIN1,sulconazole,MCF7 x 24 h,,True,1.2293980745577548,0.985466377440347
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,TGF-beta Signaling,-0.4483850166453358,-0.9082316667520945,0.5578821417888125,2,7,978,SMAD3;SERPINE1,sulconazole,MCF7 x 24 h,,True,0.9082316667520945,0.9507355918477528
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,IL-6/JAK/STAT3 Signaling,0.42837735483777695,0.8190678915827292,0.7023133397977559,4,12,978,HMOX1;IL4R;IFNAR1;JUN,sulconazole,MCF7 x 24 h,,True,0.8190678915827292,0.9952099632763851
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,DNA Repair,-0.3281011933523342,-0.9155218250299231,0.5807117070654977,6,23,978,RALA;RFC2;POLR2I;POLR2K;TP53;NUDT9,sulconazole,MCF7 x 24 h,,True,0.9155218250299231,0.7609325816720315
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,G2-M Checkpoint,0.7134255161007689,1.6436250848254692,0.0016772895001677288,21,45,978,CDC20;CCNA2;TFDP1;SMARCC1;ATF5;BIRC5;CCNB2;UBE2C;PLK1;EGF;CDC25A;NUSAP1;AURKB;AURKA;MYBL2;STMN1;MYC;RPA2;CCNF;HSPA8;CENPE,sulconazole,MCF7 x 24 h,,True,1.6436250848254692,0.005542347913597713
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Apoptosis,0.5975259058660245,1.3630501617689754,0.0766235253693735,17,40,978,BID;SQSTM1;IER3;PMAIP1;CASP3;CDKN1A;BRCA1;HMOX1;HSPB1;ERBB3;GADD45B;CASP2;IGF2R;GADD45A;APP;CDK2;JUN,sulconazole,MCF7 x 24 h,,True,1.3630501617689754,0.761189358372457
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Notch Signaling,0.6582894871016596,1.1474266003659395,0.31952395299789094,2,7,978,NOTCH1;FZD7,sulconazole,MCF7 x 24 h,,True,1.1474266003659395,0.7348998905555914
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Adipogenesis,0.5507268080471234,1.1816965614823596,0.2582805650267901,7,25,978,ECH1;SLC5A6;CAT;HADH;DNAJC15;GADD45A;SCP2,sulconazole,MCF7 x 24 h,,True,1.1816965614823596,0.9937212222687318
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Estrogen Response Early,0.3060664189646933,0.6661258181428574,0.8986978855572811,6,29,978,WFS1;TSKU;PMAIP1;MYC;TIPARP;SH3BP5,sulconazole,MCF7 x 24 h,,True,0.6661258181428574,0.957140043445124
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Estrogen Response Late,-0.3369998043533303,-1.0364876245824626,0.3766323024054983,8,34,978,GALE;ZFP36;XBP1;GPER1;FDFT1;TSTA3;SFN;PRSS23,sulconazole,MCF7 x 24 h,,True,1.0364876245824626,0.8152567984853101
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Androgen Response,-0.42345294211489987,-1.1365531692456057,0.2652582159624413,4,19,978,RAB4A;HMGCS1;INPP4B;CDK6,sulconazole,MCF7 x 24 h,,True,1.1365531692456057,0.6523521795425119
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Myogenesis,0.35695391105598706,0.7295896983188095,0.8229905818604051,7,18,978,NOTCH1;CDKN1A;SPDEF;ERBB3;GADD45B;GAA;APP,sulconazole,MCF7 x 24 h,,True,0.7295896983188095,0.8568121126217916
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Protein Secretion,0.6462598464664486,1.2423174093673022,0.21743230499797925,4,13,978,ZW10;ADAM10;CLTC;IGF2R,sulconazole,MCF7 x 24 h,,True,1.2423174093673022,0.626579296757891
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Interferon Alpha Response,0.7011310322318883,1.2443896899811382,0.21190790438480717,3,8,978,UBE2L6;HERC6;IL4R,sulconazole,MCF7 x 24 h,,True,1.2443896899811382,0.9995801847187238
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Interferon Gamma Response,0.45680944529078166,1.0143908812189284,0.4700531600708801,9,33,978,NUP93;UBE2L6;HERC6;CASP3;CDKN1A;IL4R;NFKBIA;ST3GAL5;ICAM1,sulconazole,MCF7 x 24 h,,True,1.0143908812189284,0.8291383562071442
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Apical Junction,0.573089463124978,1.2569461296216393,0.17662523900573615,2,29,978,LAMA3;PIK3R3,sulconazole,MCF7 x 24 h,,True,1.2569461296216393,0.8244793684171693
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Apical Surface,0.48707786195683533,0.8226580550250548,0.7118380062305296,4,6,978,ADAM10;BRCA1;HSPB1;APP,sulconazole,MCF7 x 24 h,,True,0.8226580550250548,0.8759885579673565
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Hedgehog Signaling,-0.6625358828303377,-1.2208190074272087,0.2645839093171136,2,5,978,ADGRG1;CDK6,sulconazole,MCF7 x 24 h,,True,1.2208190074272087,0.9691335068798811
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Complement,0.33849027407071103,0.740748546683899,0.8312507437819826,14,30,978,CBLB;PIK3CA;CASP3;PRKCD;CTSL;GNAI2;STX4;PLA2G4A;CASP10;CDK5R1;GATA3;CASP7;CALM3;PLSCR1,sulconazole,MCF7 x 24 h,,True,0.740748546683899,0.9865036865461134
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Unfolded Protein Response,0.5667863870169337,1.2053160629758206,0.2383426097711812,5,24,978,DDIT4;WFS1;ATF6;ERO1A;POP4,sulconazole,MCF7 x 24 h,,True,1.2053160629758206,0.8214653470541552
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,PI3K/AKT/mTOR  Signaling,0.5283431150902244,1.1372124674813584,0.3075430511763279,12,26,978,PIK3R3;SQSTM1;AKT1;CDKN1A;CLTC;CDK1;PAK4;ATF1;MAPK9;VAV3;TRIB3;CDK2,sulconazole,MCF7 x 24 h,,True,1.1372124674813584,0.7420020444478099
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,mTORC1 Signaling,0.6181255836339262,1.4381290328966385,0.02857142857142857,13,48,978,DDIT4;PIK3R3;SQSTM1;PHGDH;PLK1;CDC25A;AURKA;TXNRD1;CCNF;CDKN1A;ERO1A;GLRX;RPN1,sulconazole,MCF7 x 24 h,,True,1.4381290328966385,0.1357142857142857
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,E2F Targets,0.5559928558368017,1.3023951613213245,0.10263736263736263,21,53,978,CDC20;ZW10;BIRC5;CCNB2;PLK1;CDC25A;MELK;AURKB;AURKA;MYBL2;STMN1;MYC;TIMELESS;RPA2;CDKN1A;BRCA1;CENPE;MCM3;PCNA;CCP110;CDK1,sulconazole,MCF7 x 24 h,,True,1.3023951613213245,0.15919264409060327
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Myc Targets V1,0.6890092761346542,1.4285063358991579,0.06349206349206349,5,20,978,CDC20;CCNA2;TFDP1;SMARCC1;MYC,sulconazole,MCF7 x 24 h,,True,1.4285063358991579,0.16639299397920088
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Myc Targets V2,0.5779979982625747,1.0476033908461562,0.4446184510250569,2,9,978,PLK1;MYC,sulconazole,MCF7 x 24 h,,True,1.0476033908461562,0.7719013148175506
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Epithelial Mesenchymal Transition,0.5462418817800206,1.1711961106194255,0.2740831295843521,1,25,978,LAMA3,sulconazole,MCF7 x 24 h,,True,1.1711961106194255,0.6018260244428468
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Inflammatory Response,0.3793503711576714,0.7553388472676149,0.7856392754003676,7,16,978,MYC;CDKN1A;IL4R;EDN1;NFKBIA;ICAM1;IFNAR1,sulconazole,MCF7 x 24 h,,True,0.7553388472676149,0.9493559678468159
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Xenobiotic Metabolism,0.5780545724479117,1.261857622734008,0.17462794047047528,5,28,978,RAP1GAP;ECH1;HMOX1;CAT;ALAS1,sulconazole,MCF7 x 24 h,,True,1.261857622734008,0.4226471404775125
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Fatty Acid Metabolism,0.45310606158850625,0.949837865443122,0.5540910221337976,10,22,978,ECH1;UBE2L6;HADH;CRYZ;GSTZ1;ACAT2;HSD17B10;CBR1;UGDH;HSD17B11,sulconazole,MCF7 x 24 h,,True,0.949837865443122,0.8712480359571954
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Oxidative Phosphorylation,0.4500969436341282,0.9374356644708707,0.5718608169440242,4,21,978,ECH1;ALAS1;ATP1B1;HSD17B10,sulconazole,MCF7 x 24 h,,True,0.9374356644708707,0.9592950417733096
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Glycolysis,0.431488554531826,0.9814419507725379,0.5248618784530387,9,42,978,DDIT4;IER3;AURKA;STMN1;PGAM1;ERO1A;GLRX;ECD;CDK1,sulconazole,MCF7 x 24 h,,True,0.9814419507725379,0.7376517278993664
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Reactive Oxygen Species Pathway,0.4719965513724633,0.8161658017571253,0.7199284543150991,3,7,978,TXNRD1;CAT;GLRX,sulconazole,MCF7 x 24 h,,True,0.8161658017571253,0.9142685201901667
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,p53 Pathway,0.4796238657377411,1.0758092065430755,0.3834934598911911,15,37,978,DDIT4;FOXO3;IER3;NOTCH1;CDKN1A;HMOX1;ABHD4;CEBPA;PCNA;CCP110;TRIB3;GADD45A;APP;JUN;S100A4,sulconazole,MCF7 x 24 h,,True,1.0758092065430755,0.65631623364492
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,UV Response Up,0.6285061569182745,1.370584572963621,0.08771929824561403,10,29,978,BID;SQSTM1;RAB27A;CASP3;PRKCD;HMOX1;ALAS1;NFKBIA;RPN1;ICAM1,sulconazole,MCF7 x 24 h,,True,1.370584572963621,0.512838707981813
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,UV Response Dn,0.48920235587534344,1.0363478998116311,0.437751493720278,3,23,978,PIK3R3;MYC;MAP2K5,sulconazole,MCF7 x 24 h,,True,1.0363478998116311,0.8597671617824165
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Angiogenesis,0.3651815795558622,0.6376329021243269,0.8948714092344714,3,7,978,APP;S100A4;TNFRSF21,sulconazole,MCF7 x 24 h,,True,0.6376329021243269,0.9989479221462388
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,heme Metabolism,0.6916476384655758,1.447491441149704,0.05079681274900399,2,22,978,RAP1GAP;FOXO3,sulconazole,MCF7 x 24 h,,True,1.447491441149704,0.3505614906266372
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Coagulation,-0.6130965919433591,-1.4427725703321017,0.08537925980212532,4,12,978,PROS1;FYN;SERPINE1;PRSS23,sulconazole,MCF7 x 24 h,,True,1.4427725703321017,0.5796103475403768
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,IL-2/STAT5 Signaling,0.49002454191410116,1.058063537380399,0.40872823984526113,6,27,978,PRAF2;MYC;CASP3;IL4R;GADD45B;IGF2R,sulconazole,MCF7 x 24 h,,True,1.058063537380399,0.9688359303391385
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Bile Acid Metabolism,0.6288626556053155,1.1118853320556834,0.35732119253928624,4,8,978,CAT;NPC1;SCP2;HSD17B11,sulconazole,MCF7 x 24 h,,True,1.1118853320556834,0.845902491552486
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Pperoxisome,0.6791767753101307,1.3645489431409565,0.10499934045640417,4,16,978,ECH1;SMARCC1;CDK7;CAT,sulconazole,MCF7 x 24 h,,True,1.3645489431409565,0.3213404634581105
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Allograft Rejection,-0.364265647170671,-1.0286102502223387,0.4035752979414951,9,24,978,CDKN2A;ETS1;CD40;IKBKB;HIF1A;NCK1;CCL2;PSMB10;LYN,sulconazole,MCF7 x 24 h,,True,1.0286102502223387,0.9119880980346098
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Spermatogenesis,0.5280381142691246,1.0399601707458814,0.4342834520981789,6,15,978,CCNB2;AURKA;CDK1;PHKG2;TOPBP1;KIF2C,sulconazole,MCF7 x 24 h,,True,1.0399601707458814,0.7169811320754716
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,KRAS Signaling Up,-0.40076264856865357,-1.0677839608420068,0.3555247341655109,6,19,978,IGFBP3;SPP1;ETS1;EPHB2;KIF5C;CXCR4,sulconazole,MCF7 x 24 h,,True,1.0677839608420068,0.9520620155038759
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,KRAS Signaling Dn,0.8781675461798958,1.3704300538764744,0.05986660159427363,3,4,978,EGF;C5;EDN1,sulconazole,MCF7 x 24 h,,True,1.3704300538764744,0.5921787709497207
paired_24h_20x5,NR-Aromatase,MCF7,AFNXATANNDIXLG,Pancreas Beta Cells,-0.7082906857727757,-0.9434300542580797,0.5876,1,1,978,STXBP1,sulconazole,MCF7 x 24 h,,True,0.9434300542580797,0.9971876255524307
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,TNF-alpha Signaling via NF-kB,0.45077203081192635,1.0499052395501822,0.4165437561455261,7,38,978,IER3;CCND1;TIPARP;SERPINE1;DUSP4;SMAD3;CDKN1A,mevastatin,MCF7 x 24 h,,False,1.0499052395501822,0.7891939656603475
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Hypoxia,0.6445547128069904,1.522241348615079,0.013871988318325626,9,41,978,IER3;FOXO3;DDIT4;CXCR4;TIPARP;IGFBP3;SERPINE1;GLRX;CDKN1A,mevastatin,MCF7 x 24 h,,False,1.522241348615079,0.2635677780481869
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Cholesterol Homeostasis,-0.8061193641776375,-1.9984134580980655,0.0003489183531053733,7,17,978,NSDHL;ALDOC;HMGCR;ACAT2;HMGCS1;FDFT1;GSTM2,mevastatin,MCF7 x 24 h,,False,1.9984134580980655,0.011594202898550725
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Mitotic Spindle,-0.4431096497592276,-1.2737186520506076,0.13263920325939338,7,30,978,CEP57;TIAM1;ABL1;PCM1;NET1;HDAC6;NCK1,mevastatin,MCF7 x 24 h,,False,1.2737186520506076,0.6300362154821185
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Wnt-beta Catenin Signaling,0.38433873753186465,0.7033164902873681,0.8385636692818347,2,9,978,NOTCH1;HDAC2,mevastatin,MCF7 x 24 h,,False,0.7033164902873681,0.985466377440347
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,TGF-beta Signaling,0.5749036052979677,1.0064909017983983,0.49191395823520173,4,7,978,SERPINE1;SMAD3;RHOA;ARID4B,mevastatin,MCF7 x 24 h,,False,1.0064909017983983,0.9507355918477528
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,IL-6/JAK/STAT3 Signaling,0.3696501526983038,0.7153495449861248,0.8332361516034985,2,12,978,IL4R;JUN,mevastatin,MCF7 x 24 h,,False,0.7153495449861248,0.9952099632763851
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,DNA Repair,0.6463511852661151,1.3976022756218773,0.07519390035493624,13,23,978,LIG1;RPA3;RFC5;GTF2A2;RNMT;RFC2;RPA2;VPS28;POLD4;NUDT9;RALA;PNP;POLR2I,mevastatin,MCF7 x 24 h,,False,1.3976022756218773,0.39503871522798967
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,G2-M Checkpoint,0.6364452485311427,1.5174457892109694,0.01610364450902046,20,45,978,CDC45;CCNA2;CCND1;TFDP1;UBE2C;CDC25A;EZH2;HIF1A;CDC20;CCNF;SMAD3;PLK1;MYBL2;STMN1;MCM3;AURKB;LBR;RPA2;BIRC5;SMC4,mevastatin,MCF7 x 24 h,,False,1.5174457892109694,0.03399658285237653
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Apoptosis,0.536418561610176,1.2678401718669263,0.15205395462906193,11,40,978,IER3;CCND1;PMAIP1;APP;CDKN1A;ERBB3;BRCA1;JUN;BID;CASP3;ERBB2,mevastatin,MCF7 x 24 h,,False,1.2678401718669263,0.761189358372457
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Notch Signaling,0.8069725399468366,1.4093570639725852,0.06407857811038353,2,7,978,CCND1;NOTCH1,mevastatin,MCF7 x 24 h,,False,1.4093570639725852,0.4058309946990957
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Adipogenesis,-0.3840844798649312,-1.0471414248686635,0.3733388704318937,7,25,978,DNAJC15;SCARB1;SCP2;ECH1;ACLY;SLC5A6;ELOVL6,mevastatin,MCF7 x 24 h,,False,1.0471414248686635,0.9937212222687318
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Estrogen Response Early,0.37198983786251677,0.833928218736308,0.7085155647028557,6,29,978,CCND1;SH3BP5;TIPARP;PMAIP1;SFN;NRIP1,mevastatin,MCF7 x 24 h,,False,0.833928218736308,0.957140043445124
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Estrogen Response Late,-0.28454746190904745,-0.830393890833393,0.7777239709443099,8,34,978,SCARB1;GALE;XBP1;TIAM1;ST6GALNAC2;RAB31;PRSS23;FDFT1,mevastatin,MCF7 x 24 h,,False,0.830393890833393,0.9143308330043427
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Androgen Response,-0.3799451525795644,-0.9685902544435185,0.48815344114328696,4,19,978,INSIG1;SPDEF;HMGCR;HMGCS1,mevastatin,MCF7 x 24 h,,False,0.9685902544435185,0.7979577886012132
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Myogenesis,0.549124223072572,1.1372217020455115,0.32005590496156533,8,18,978,NOTCH1;IGFBP3;COL1A1;APP;CDKN1A;ITGB5;FOXO4;ERBB3,mevastatin,MCF7 x 24 h,,False,1.1372217020455115,0.7632503436688559
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Protein Secretion,0.5571524387623465,1.0882770468062704,0.3785734911926076,1,13,978,ZW10,mevastatin,MCF7 x 24 h,,False,1.0882770468062704,0.6896157873028966
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Interferon Alpha Response,0.46934577968150915,0.8400252650918707,0.689959714905485,4,8,978,PSME2;IL4R;PSME1;HERC6,mevastatin,MCF7 x 24 h,,False,0.8400252650918707,0.9995801847187238
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Interferon Gamma Response,0.5530616356186637,1.2597124633965062,0.16210103040965065,12,33,978,MVP;ST3GAL5;HIF1A;NUP93;CDKN1A;PSME2;IL4R;NCOA3;CASP3;PSME1;HERC6;PNP,mevastatin,MCF7 x 24 h,,False,1.2597124633965062,0.8128281282812828
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Apical Junction,0.4454349662635919,0.9963566261086797,0.48575426100228947,14,29,978,LAMA3;PIK3R3;RASA1;GNAI2;MAPK13;HADH;TSPAN4;RSU1;CTNND1;MPZL1;SRC;PTK2;TJP1;SHC1,mevastatin,MCF7 x 24 h,,False,0.9963566261086797,0.8244793684171693
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Apical Surface,0.6345348134023484,1.0775319884873964,0.4199776607627254,2,6,978,APP;BRCA1,mevastatin,MCF7 x 24 h,,False,1.0775319884873964,0.8759885579673565
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Hedgehog Signaling,-0.4325821100396024,-0.7827945285968874,0.7195945945945946,1,5,978,CDK5R1,mevastatin,MCF7 x 24 h,,False,0.7827945285968874,0.9691335068798811
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Complement,-0.3426616997316732,-0.9718057647230587,0.4837837837837838,3,30,978,FYN;CDK5R1;CTSD,mevastatin,MCF7 x 24 h,,False,0.9718057647230587,0.9865036865461134
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Unfolded Protein Response,-0.3827200124882818,-1.0270790790996238,0.3999200958849381,6,24,978,ATF6;XBP1;NOLC1;HYOU1;ERO1A;CNOT4,mevastatin,MCF7 x 24 h,,False,1.0270790790996238,0.8409732950783491
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,PI3K/AKT/mTOR  Signaling,-0.31590956060680886,-0.8705377441759441,0.672824302134647,6,26,978,TIAM1;NFKBIB;CAB39;PIN1;RALB;NCK1,mevastatin,MCF7 x 24 h,,False,0.8705377441759441,0.7747673782156541
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,mTORC1 Signaling,0.4410866499580267,1.0597732318670536,0.3946456316481415,9,48,978,DDIT4;PIK3R3;CXCR4;CDC25A;HSPD1;GLRX;CCNF;PLK1;CDKN1A,mevastatin,MCF7 x 24 h,,False,1.0597732318670536,0.5321902040168294
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,E2F Targets,0.662230365651035,1.6087176807636625,0.0034097589653145207,34,53,978,ZW10;LIG1;PSIP1;RPA3;CDC25A;EZH2;CHEK2;DCK;CDC20;TIMELESS;PLK1;MYBL2;STMN1;CDKN1A;MCM3;RFC2;AURKB;LBR;CCP110;MELK;RPA2;BIRC5;SMC4;BRCA1;AURKA;CDK1;SUV39H1;CENPE;EED;RAD51C;CDKN1B;CHEK1;SMC1A;PCNA,mevastatin,MCF7 x 24 h,,False,1.6087176807636625,0.009255060048710842
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Myc Targets V1,0.6231560136360187,1.3079304527520483,0.14438430311231393,6,20,978,CDC45;CCNA2;TFDP1;HSPD1;CDC20;HDAC2,mevastatin,MCF7 x 24 h,,False,1.3079304527520483,0.28876860622462786
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Myc Targets V2,0.6238763452471083,1.142456753998368,0.32929447852760735,3,9,978,GRWD1;HSPD1;PLK1,mevastatin,MCF7 x 24 h,,False,1.142456753998368,0.6951772324471711
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Epithelial Mesenchymal Transition,0.5000060411393531,1.096830228132621,0.35533596837944664,5,25,978,LAMA3;IGFBP3;SERPINE1;COL1A1;ITGB5,mevastatin,MCF7 x 24 h,,False,1.096830228132621,0.6226123301985371
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Inflammatory Response,0.44896435254432887,0.9071917136558532,0.6114357262103506,4,16,978,HIF1A;SERPINE1;CDKN1A;IL4R,mevastatin,MCF7 x 24 h,,False,0.9071917136558532,0.9493559678468159
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Xenobiotic Metabolism,0.6397368297842835,1.4293099425942069,0.05457587849144034,7,28,978,RAP1GAP;NPC1;ABHD6;SERPINE1;CBR1;ADH5;FAH,mevastatin,MCF7 x 24 h,,False,1.4293099425942069,0.3562757424669412
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Fatty Acid Metabolism,-0.4789508302549714,-1.2624109988801315,0.1521216973578863,9,22,978,BPHL;HSD17B10;ECH1;MIF;CBR3;NSDHL;UBE2L6;ACAT2;HMGCS1,mevastatin,MCF7 x 24 h,,False,1.2624109988801315,0.8712480359571954
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Oxidative Phosphorylation,-0.3109810110869987,-0.8086305242564249,0.7621765601217656,3,21,978,HSD17B10;ECH1;ATP1B1,mevastatin,MCF7 x 24 h,,False,0.8086305242564249,0.9592950417733096
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Glycolysis,0.4539117992278933,1.0741416709331522,0.3761445488951288,13,42,978,IER3;DDIT4;CXCR4;IGFBP3;GLRX;STMN1;ECD;GNPDA1;AURKA;CDK1;ABCB6;PYGL;ALDH7A1,mevastatin,MCF7 x 24 h,,False,1.0741416709331522,0.6645712013845038
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,Reactive Oxygen Species Pathway,0.42103761236591936,0.7334706486712214,0.8060310978482802,3,7,978,GLRX;OXSR1;MSRA,mevastatin,MCF7 x 24 h,,False,0.7334706486712214,0.9203169382568397
paired_24h_20x5,NR-Aromatase,MCF7,AJLFOPYRIVGYMJ,p53 Pathway,0.4699876254859003,1.0917574986978145,0.3514691235059761,12,37,978,IER3;FOXO3;DDIT4;PDGFA;NOTCH1;APP;SFN;CDKN1A;CCP110;CEBPA;MAPKAPK3;JUN,mevastatin,MCF7 x 24 h,,False,1.0917574986978145,0.65631623364492
