analysis,task,cell,ik,gene_set,es,nes,nominal_p,leading_edge_size,gene_set_size_measured,ranked_gene_count,leading_edge_genes,drug_name,context,mean_B,directionally_stable_positive,abs_nes,bh_q_within_task_pathway
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,mTORC1 Signaling,0.3851141529370164,1.0716193981779647,0.3447204968944099,5,48,978,SQSTM1;PIK3R3;DDIT4;TXNRD1;GAPDH,BRD-K01815685,MCF7 x 24 h,,False,1.0716193981779647,0.49906327200675715
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,E2F Targets,0.34327356983164875,0.9738323145597485,0.4989591673338671,15,53,978,ZW10;CDC20;DCK;PCNA;CHEK2;CHEK1;CCNB2;STMN1;PAN2;BIRC5;CDK1;MELK;PSIP1;TIMELESS;MCM3,BRD-K01815685,MCF7 x 24 h,,False,0.9738323145597485,0.5576602458437339
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Myc Targets V1,0.404102199581907,0.9523544525881324,0.5316844195703195,5,20,978,CDC20;CDC45;PCNA;SMARCC1;CDK2,BRD-K01815685,MCF7 x 24 h,,False,0.9523544525881324,0.6216617828822197
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Myc Targets V2,-0.58005535953737,-1.1995077376355947,0.25535524920466596,6,9,978,SUPV3L1;MYC;PLK1;TMEM97;CDK4;HSPD1,BRD-K01815685,MCF7 x 24 h,,False,1.1995077376355947,0.6468999646518204
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Epithelial Mesenchymal Transition,0.3397450891438347,0.8399332920125797,0.6966914948900051,2,25,978,COL1A1;LAMA3,BRD-K01815685,MCF7 x 24 h,,False,0.8399332920125797,0.7985480563492416
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Inflammatory Response,-0.3840494881607611,-0.9107844656545485,0.5810512367491166,5,16,978,CDKN1A;ICAM1;EDN1;CCL2;SERPINE1,BRD-K01815685,MCF7 x 24 h,,False,0.9107844656545485,0.9493559678468159
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Xenobiotic Metabolism,0.39787110270346226,1.0071294733958325,0.4452113891285591,4,28,978,RAP1GAP;HMOX1;ECH1;ABHD6,BRD-K01815685,MCF7 x 24 h,,False,1.0071294733958325,0.5833804409270774
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Fatty Acid Metabolism,-0.36143226712224025,-0.9245953417481491,0.5659428571428572,3,22,978,UGDH;CBR1;NSDHL,BRD-K01815685,MCF7 x 24 h,,False,0.9245953417481491,0.8712480359571954
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Oxidative Phosphorylation,0.3792331361667493,0.8984007431971629,0.6084015663937344,7,21,978,ECH1;ATP1B1;NNT;HSD17B10;ETFB;DLD;TIMM9,BRD-K01815685,MCF7 x 24 h,,False,0.8984007431971629,0.9592950417733096
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Glycolysis,-0.45749651616195863,-1.346802849862831,0.0711743772241993,7,42,978,GPC1;GNPDA1;AURKA;NOL3;SLC37A4;NSDHL;CXCR4,BRD-K01815685,MCF7 x 24 h,,False,1.346802849862831,0.4359608969530416
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Reactive Oxygen Species Pathway,0.7436133697150649,1.3819810342264778,0.1083088954056696,3,7,978,TXNRD1;MSRA;GLRX,BRD-K01815685,MCF7 x 24 h,,False,1.3819810342264778,0.8829311885612152
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,p53 Pathway,0.5533625663669475,1.4774617706710313,0.033560392091709586,9,37,978,ABHD4;DDIT4;FOXO3;HMOX1;NOTCH1;CTSD;PCNA;SFN;SESN1,BRD-K01815685,MCF7 x 24 h,,False,1.4774617706710313,0.5796022623608831
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,UV Response Up,0.4977010001713639,1.2527018552976508,0.16646582888621106,7,29,978,SQSTM1;HMOX1;LYN;PRKCD;RAB27A;NFKBIA;CDK2,BRD-K01815685,MCF7 x 24 h,,False,1.2527018552976508,0.5418046785260637
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,UV Response Dn,0.3760288022149636,0.9061773378256355,0.5922279792746113,3,23,978,PIK3R3;COL1A1;ERBB2,BRD-K01815685,MCF7 x 24 h,,False,0.9061773378256355,0.8692236598890943
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Angiogenesis,-0.771369721936152,-1.4742085222010686,0.04767751176590956,7,7,978,LRPAP1;TNFRSF21;SPP1;PTK2;PDGFA;S100A4;APP,BRD-K01815685,MCF7 x 24 h,,False,1.4742085222010686,0.8195645863570391
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,heme Metabolism,0.5525551101714714,1.3254971602254777,0.12094240837696335,7,22,978,RAP1GAP;FOXO3;TRAK2;NNT;FBXO7;ABCB6;CAT,BRD-K01815685,MCF7 x 24 h,,False,1.3254971602254777,0.35194757833438495
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Coagulation,-0.6270508933850613,-1.3779141278771476,0.10427461139896373,2,12,978,SERPINE1;FYN,BRD-K01815685,MCF7 x 24 h,,False,1.3779141278771476,0.5796103475403768
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,IL-2/STAT5 Signaling,0.3130898416805917,0.7867234025527268,0.7953950811093669,3,27,978,MAPKAPK2;PRAF2;IL4R,BRD-K01815685,MCF7 x 24 h,,False,0.7867234025527268,0.9688359303391385
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Bile Acid Metabolism,0.6715187446154337,1.2898677489614554,0.1780979827089337,4,8,978,HSD17B11;SCP2;CAT;NPC1,BRD-K01815685,MCF7 x 24 h,,False,1.2898677489614554,0.845902491552486
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Pperoxisome,0.540122845354051,1.2128916208110065,0.22279792746113988,6,16,978,HSD17B11;ECH1;SMARCC1;SCP2;CAT;CDK7,BRD-K01815685,MCF7 x 24 h,,False,1.2128916208110065,0.4129912801718691
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Allograft Rejection,0.3368973018019043,0.8212689037816154,0.7319659308187033,5,24,978,LYN;HLA-DRA;IL4R;NCK1;PTPN6,BRD-K01815685,MCF7 x 24 h,,False,0.8212689037816154,0.9119880980346098
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Spermatogenesis,-0.37216241846348197,-0.8718675995662912,0.6410608139003201,2,15,978,AURKA;PARP2,BRD-K01815685,MCF7 x 24 h,,False,0.8718675995662912,0.8854397634885439
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,KRAS Signaling Up,-0.4535402750209817,-1.121730597220167,0.30127462340672073,1,19,978,CXCR4,BRD-K01815685,MCF7 x 24 h,,False,1.121730597220167,0.915874855156431
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,KRAS Signaling Dn,0.7263649200387369,1.1865154364919592,0.29609717244125844,2,4,978,C5;EGF,BRD-K01815685,MCF7 x 24 h,,False,1.1865154364919592,0.8088519860676212
paired_24h_20x5,NR-Aromatase,MCF7,IVYPNXXAYMYVSP,Pancreas Beta Cells,0.5076765609007152,0.6742116183482685,0.9866908650937689,1,1,978,STXBP1,BRD-K01815685,MCF7 x 24 h,,False,0.6742116183482685,0.9971876255524307
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,TNF-alpha Signaling via NF-kB,0.5762115954733806,1.3309849111627152,0.09122926607589184,7,38,978,SQSTM1;TIPARP;DUSP4;IER3;MYC;CDKN1A;NFKBIA,sertaconazole,MCF7 x 24 h,,True,1.3309849111627152,0.6784778712256997
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Hypoxia,0.5636081715037716,1.314262399612702,0.09639498432601881,6,41,978,DDIT4;TIPARP;FOXO3;IER3;CDKN1A;GAA,sertaconazole,MCF7 x 24 h,,True,1.314262399612702,0.368843120070114
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Cholesterol Homeostasis,0.3881992220857263,0.7981166050241241,0.7449630196378475,3,17,978,ECH1;ATF5;GSTM2,sertaconazole,MCF7 x 24 h,,True,0.7981166050241241,0.8450326789921853
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Mitotic Spindle,0.4933987289918992,1.1035855585444296,0.35119820564278126,9,30,978,NUSAP1;CDK1;BIRC5;CCNB2;CENPE;SPTAN1;AURKA;ABL1;NCK1,sertaconazole,MCF7 x 24 h,,True,1.1035855585444296,0.785031283201511
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Wnt-beta Catenin Signaling,-0.4107920003195636,-0.8993782471944191,0.5729132835336148,2,9,978,AXIN1;TP53,sertaconazole,MCF7 x 24 h,,True,0.8993782471944191,0.985466377440347
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,TGF-beta Signaling,-0.730099197453423,-1.4971533686282792,0.06541490006056935,3,7,978,RHOA;SMAD3;SERPINE1,sertaconazole,MCF7 x 24 h,,True,1.4971533686282792,0.9507355918477528
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,IL-6/JAK/STAT3 Signaling,-0.4971425239340541,-1.1901440781358539,0.24647887323943662,4,12,978,PTPN1;IFNAR1;HMOX1;JUN,sertaconazole,MCF7 x 24 h,,True,1.1901440781358539,0.9952099632763851
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,DNA Repair,0.496854852075028,1.0710648991454024,0.3987760097919217,8,23,978,NUDT9;GTF2A2;RFC5;RPA2;LIG1;POLD4;RNMT;MPC2,sertaconazole,MCF7 x 24 h,,True,1.0710648991454024,0.6448292924294904
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,G2-M Checkpoint,0.6593266568525734,1.5459436026912592,0.005311497178267124,16,45,978,CDC45;SMARCC1;ATF5;MYC;NUSAP1;STMN1;CDK1;CCNA2;EZH2;BIRC5;CCNB2;CDC20;MYBL2;TFDP1;RPA2;AURKB,sertaconazole,MCF7 x 24 h,,True,1.5459436026912592,0.013021735017687145
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Apoptosis,0.4238407346742764,0.9848423317182364,0.5215047725996631,9,40,978,SQSTM1;IER3;CDKN1A;CDK2;DNM1L;CASP3;ERBB2;SPTAN1;CDKN1B,sertaconazole,MCF7 x 24 h,,True,0.9848423317182364,0.9157130610543536
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Notch Signaling,-0.32078276376843984,-0.6548029039600617,0.8703647874585468,2,7,978,FZD1;CCND1,sertaconazole,MCF7 x 24 h,,True,0.6548029039600617,0.9784296585767175
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Adipogenesis,-0.29948904454839226,-0.87475984272294,0.6740994854202401,5,25,978,HADH;SCP2;ACLY;ELOVL6;DNAJC15,sertaconazole,MCF7 x 24 h,,True,0.87475984272294,0.9937212222687318
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Estrogen Response Early,0.4224068594836779,0.9368308168802671,0.5888348939196397,3,29,978,TIPARP;MYC;SH3BP5,sertaconazole,MCF7 x 24 h,,True,0.9368308168802671,0.957140043445124
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Estrogen Response Late,-0.3413272442862735,-1.0792598895478271,0.30962962962962964,6,34,978,LSR;SFN;CCND1;GPER1;PRSS23;FDFT1,sertaconazole,MCF7 x 24 h,,True,1.0792598895478271,0.8152567984853101
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Androgen Response,0.5017755906656876,1.0528672526377396,0.42378241619228335,3,19,978,AKT1;HOMER2;SPDEF,sertaconazole,MCF7 x 24 h,,True,1.0528672526377396,0.783241517465882
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Myogenesis,0.610612899784822,1.2598889503055115,0.1783770097480694,6,18,978,ITGB5;CDKN1A;GAA;SPDEF;FOXO4;COL1A1,sertaconazole,MCF7 x 24 h,,True,1.2598889503055115,0.7334344967121902
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Protein Secretion,0.521933833451815,1.0226126612215218,0.46296791443850266,5,13,978,DNM1L;BNIP3;YKT6;ZW10;TMED10,sertaconazole,MCF7 x 24 h,,True,1.0226126612215218,0.7121183932346723
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Interferon Alpha Response,0.5056593236368163,0.9081749643541644,0.6219866395585245,4,8,978,HERC6;IL4R;UBE2L6;PSME2,sertaconazole,MCF7 x 24 h,,True,0.9081749643541644,0.9995801847187238
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Interferon Gamma Response,0.5300131543258457,1.1953666823930833,0.22521066605102158,15,33,978,CDKN1A;ST3GAL5;NFKBIA;CASP3;HERC6;MVP;IL4R;PLA2G4A;NCOA3;UBE2L6;ARID5B;PSME2;HIF1A;CCL2;ICAM1,sertaconazole,MCF7 x 24 h,,True,1.1953666823930833,0.8128281282812828
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Apical Junction,0.4971492974150104,1.1048366054370653,0.3465358240718846,3,29,978,LAMA3;TSPAN4;PIK3R3,sertaconazole,MCF7 x 24 h,,True,1.1048366054370653,0.8244793684171693
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Apical Surface,0.565590236227015,0.9581055317817242,0.5666615408273105,1,6,978,LYN,sertaconazole,MCF7 x 24 h,,True,0.9581055317817242,0.8759885579673565
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Hedgehog Signaling,0.5930540827876705,0.9656143294426685,0.561819043107532,1,5,978,CDK5R1,sertaconazole,MCF7 x 24 h,,True,0.9656143294426685,0.9691335068798811
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Complement,0.33766680344836425,0.7527924938861986,0.8249150357435837,6,30,978,LYN;CDK5R1;PRKCD;CTSL;CBLB;CASP3,sertaconazole,MCF7 x 24 h,,True,0.7527924938861986,0.9865036865461134
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Unfolded Protein Response,0.5900950296709205,1.272259028358015,0.1556472158194832,5,24,978,DDIT4;POP4;ERO1A;SLC1A4;CNOT4,sertaconazole,MCF7 x 24 h,,True,1.272259028358015,0.8214653470541552
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,PI3K/AKT/mTOR  Signaling,0.6701884344557317,1.4739437429053246,0.027904191616766466,9,26,978,SQSTM1;AKT1;DUSP3;CDK1;CDKN1A;MAPK9;CDK2;PIK3R3;PIN1,sertaconazole,MCF7 x 24 h,,True,1.4739437429053246,0.4105697371373341
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,mTORC1 Signaling,0.4260728641136105,1.0073693519703715,0.4865162355531095,7,48,978,DDIT4;SQSTM1;TXNRD1;CDKN1A;PHGDH;ERO1A;PIK3R3,sertaconazole,MCF7 x 24 h,,True,1.0073693519703715,0.5518691627169601
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,E2F Targets,0.5436860925950777,1.3001867937755387,0.09681253376553214,21,53,978,MYC;STMN1;CDK1;EZH2;BIRC5;CDKN1A;CCNB2;CDC20;DCK;MYBL2;RPA2;MELK;AURKB;LIG1;TIMELESS;CENPE;CHEK1;PAN2;BUB1B;ZW10;CDKN1B,sertaconazole,MCF7 x 24 h,,True,1.3001867937755387,0.1565479269400094
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Myc Targets V1,0.7812659109736817,1.6417210636640946,0.0026227051330086175,7,20,978,CDC45;SMARCC1;MYC;CCNA2;CDC20;CDK2;TFDP1,sertaconazole,MCF7 x 24 h,,True,1.6417210636640946,0.04905520324022527
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Myc Targets V2,0.41911789540822236,0.7691207638279279,0.7711050594811524,1,9,978,MYC,sertaconazole,MCF7 x 24 h,,True,0.7691207638279279,0.8254082326840504
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Epithelial Mesenchymal Transition,0.4301536910586662,0.9372368750360708,0.5820086705202312,2,25,978,LAMA3;ITGB5,sertaconazole,MCF7 x 24 h,,True,0.9372368750360708,0.7450319624579684
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Inflammatory Response,0.509129945481014,1.0337089067699579,0.4534313725490196,4,16,978,MYC;LYN;CDKN1A;NFKBIA,sertaconazole,MCF7 x 24 h,,True,1.0337089067699579,0.9493559678468159
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Xenobiotic Metabolism,0.5854213895211962,1.2959260948253324,0.13611507370423204,7,28,978,RAP1GAP;ECH1;NPC1;PROS1;ABHD6;CNDP2;ALAS1,sertaconazole,MCF7 x 24 h,,True,1.2959260948253324,0.37953447219764513
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Fatty Acid Metabolism,0.385607204688891,0.8228241704979157,0.729513247073321,2,22,978,ECH1;HSD17B11,sertaconazole,MCF7 x 24 h,,True,0.8228241704979157,0.8712480359571954
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Oxidative Phosphorylation,0.5798410831913328,1.2258561137553283,0.2107550919026329,4,21,978,ECH1;ATP1B1;ALAS1;ACAA1,sertaconazole,MCF7 x 24 h,,True,1.2258561137553283,0.9549498711509885
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Glycolysis,0.5120147654284506,1.1936449239948337,0.218473265328999,6,42,978,DDIT4;IER3;STMN1;CDK1;ERO1A;KIF20A,sertaconazole,MCF7 x 24 h,,True,1.1936449239948337,0.6386141601924586
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Reactive Oxygen Species Pathway,0.5600880311182488,0.9753809277712554,0.5361172161172161,2,7,978,TXNRD1;MSRA,sertaconazole,MCF7 x 24 h,,True,0.9753809277712554,0.8829311885612152
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,p53 Pathway,0.5861591263291636,1.3402715336081257,0.08254582716611636,7,37,978,DDIT4;FOXO3;IER3;CDK5R1;ABHD4;CDKN1A;CEBPA,sertaconazole,MCF7 x 24 h,,True,1.3402715336081257,0.5872082522226013
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,UV Response Up,0.5737227931600994,1.2741650322237772,0.141643059490085,10,29,978,SQSTM1;LYN;NFKBIA;CDK2;PRKCD;CASP3;ALAS1;ACAA1;RAB27A;YKT6,sertaconazole,MCF7 x 24 h,,True,1.2741650322237772,0.512838707981813
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,UV Response Dn,-0.35972269404506835,-1.0250117007084465,0.3911602209944751,3,23,978,FYN;SMAD3;SERPINE1,sertaconazole,MCF7 x 24 h,,True,1.0250117007084465,0.8597671617824165
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Angiogenesis,-0.4203985375003267,-0.8528968288674349,0.6315630657815329,3,7,978,PTK2;SPP1;APP,sertaconazole,MCF7 x 24 h,,True,0.8528968288674349,0.9989479221462388
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,heme Metabolism,0.6884622373680592,1.4711642276194181,0.03020216962524655,2,22,978,RAP1GAP;FOXO3,sertaconazole,MCF7 x 24 h,,True,1.4711642276194181,0.3505614906266372
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Coagulation,-0.7705845205714941,-1.855620146541264,0.004573170731707317,4,12,978,FYN;PRSS23;HTRA1;SERPINE1,sertaconazole,MCF7 x 24 h,,True,1.855620146541264,0.17378048780487804
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,IL-2/STAT5 Signaling,0.4171184401457607,0.9181522206105476,0.6057122540886466,6,27,978,PRAF2;MYC;CASP3;IL4R;NCOA3;ITGAE,sertaconazole,MCF7 x 24 h,,True,0.9181522206105476,0.9688359303391385
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Bile Acid Metabolism,0.6347065319499838,1.1452195380428094,0.3260996213224585,2,8,978,NPC1;HSD17B11,sertaconazole,MCF7 x 24 h,,True,1.1452195380428094,0.845902491552486
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Pperoxisome,0.6699436763183897,1.3581227158462406,0.09954397394136807,5,16,978,SMARCC1;ECH1;HSD17B11;ACAA1;MVP,sertaconazole,MCF7 x 24 h,,True,1.3581227158462406,0.3213404634581105
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Allograft Rejection,0.5568268275901096,1.2021082864721357,0.2302325581395349,13,24,978,AKT1;LYN;HLA-DRA;IL4R;IKBKB;NCK1;CDKN2A;HIF1A;CCL2;ICAM1;ETS1;BRCA1;DYRK3,sertaconazole,MCF7 x 24 h,,True,1.2021082864721357,0.9119880980346098
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Spermatogenesis,0.7036788444762894,1.4036975653750248,0.06657131712391107,3,15,978,CDK1;EZH2;CCNB2,sertaconazole,MCF7 x 24 h,,True,1.4036975653750248,0.25297100507086207
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,KRAS Signaling Up,-0.2197490062135919,-0.5950421917572075,0.9752475247524752,6,19,978,ETV1;ID2;SPP1;DUSP6;CXCR4;GLRX,sertaconazole,MCF7 x 24 h,,True,0.5950421917572075,1.0
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,KRAS Signaling Dn,0.3778059120879531,0.5891527248297007,0.9305464121132324,1,4,978,C5,sertaconazole,MCF7 x 24 h,,True,0.5891527248297007,0.9687880454877488
paired_24h_20x5,NR-Aromatase,MCF7,JLGKQTAYUIMGRK,Pancreas Beta Cells,-0.6315250767656106,-0.8396277270378092,0.7436715168427347,1,1,978,STXBP1,sertaconazole,MCF7 x 24 h,,True,0.8396277270378092,0.9971876255524307
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,TNF-alpha Signaling via NF-kB,0.2986841888463555,0.8330687983560497,0.7460246360582307,7,38,978,EGR1;SQSTM1;RELB;NFKBIA;CCL2;ZFP36;SLC2A6,BADGE,MCF7 x 24 h,,False,0.8330687983560497,0.8348188981282506
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Hypoxia,-0.3694589222289695,-1.0258458877642147,0.41487455197132617,14,41,978,GPC1;FOS;CXCR4;MIF;GAPDH;IGFBP3;ERO1A;CDKN1A;HMOX1;GLRX;TIPARP;JUN;DDIT4;S100A4,BADGE,MCF7 x 24 h,,False,1.0258458877642147,0.6434788969351181
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Cholesterol Homeostasis,0.27429933117844707,0.6462721530565594,0.9220896194550777,3,17,978,NSDHL;ACAT2;TRIB3,BADGE,MCF7 x 24 h,,False,0.6462721530565594,0.9343841477144786
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Mitotic Spindle,-0.31178096573202035,-0.8131729656014008,0.7689517591585057,8,30,978,ARHGEF12;KIF2C;CDK1;CCNB2;ARHGEF2;AURKA;SMC4;BIRC5,BADGE,MCF7 x 24 h,,False,0.8131729656014008,0.9627002069203835
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Wnt-beta Catenin Signaling,0.2342621259029949,0.47388064934235846,0.985466377440347,9,9,978,FZD1;AXIN1;HDAC2;CSNK1E;PPARD;TP53;GNAI1;MYC;NOTCH1,BADGE,MCF7 x 24 h,,False,0.47388064934235846,0.985466377440347
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,TGF-beta Signaling,-0.6028451800108566,-1.1309119376854824,0.34611733434592745,5,7,978,SERPINE1;RHOA;RAB31;TJP1;SMAD3,BADGE,MCF7 x 24 h,,False,1.1309119376854824,0.9507355918477528
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,IL-6/JAK/STAT3 Signaling,0.323274182107899,0.6986662483003259,0.8553879310344827,2,12,978,IL4R;PTPN1,BADGE,MCF7 x 24 h,,False,0.6986662483003259,0.9952099632763851
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,DNA Repair,-0.4769312798303323,-1.1841286325609008,0.23892837616183707,8,23,978,MPC2;PCNA;VPS28;POLD4;POLR2I;RFC2;RPA3;LIG1,BADGE,MCF7 x 24 h,,False,1.1841286325609008,0.5188159025228463
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,G2-M Checkpoint,-0.51803406350078,-1.4669627440017103,0.027872074325531536,15,45,978,KIF2C;CDK1;CCNB2;AURKA;ATF5;CCND1;SMAD3;CDK4;AURKB;SMC4;MYBL2;TFDP1;BIRC5;CDC25A;CDC20,BADGE,MCF7 x 24 h,,False,1.4669627440017103,0.05574414865106308
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Apoptosis,-0.32005679860153574,-0.881646134838949,0.6605926743972023,14,40,978,HSPB1;GADD45B;CASP2;SATB1;GNA15;CDKN1A;HMOX1;CCND1;PMAIP1;JUN;DFFA;EBP;IGF2R;BRCA1,BADGE,MCF7 x 24 h,,False,0.881646134838949,0.9157130610543536
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Notch Signaling,-0.46291342158517923,-0.8631588426854673,0.6584678933533609,2,7,978,CCND1;HES1,BADGE,MCF7 x 24 h,,False,0.8631588426854673,0.9181499749803418
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Adipogenesis,-0.26062169163730337,-0.6535486431174415,0.9367900329791132,4,25,978,MYLK;ACLY;ECH1;HADH,BADGE,MCF7 x 24 h,,False,0.6535486431174415,0.9937212222687318
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Estrogen Response Early,-0.3858231041596319,-0.9982007343526764,0.4588406323823369,8,29,978,RAB31;FOS;TSKU;XBP1;CCND1;TIPARP;HES1;PMAIP1,BADGE,MCF7 x 24 h,,False,0.9982007343526764,0.942483461109665
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Estrogen Response Late,-0.3175534066856864,-0.8488780589086979,0.7140799423838675,9,34,978,TSTA3;KIF20A;RAB31;FOS;HOMER2;XBP1;MAPK13;CCND1;CDC20,BADGE,MCF7 x 24 h,,False,0.8488780589086979,0.9143308330043427
paired_24h_20x5,NR-Aromatase,MCF7,LCFVJGUPQDGYKZ,Androgen Response,-0.5660028566579081,-1.3328179896661958,0.11451642503211598,8,19,978,HMGCS1;CDK6;HOMER2;MAP7;CCND1;RAB4A;SPDEF;AKT1,BADGE,MCF7 x 24 h,,False,1.3328179896661958,0.4982192477789519
