variant,task,cell,ik,y,n_repeats,mean_probability_chem,mean_probability_bio,mean_delta_probability,n_repeats_exceeding_threshold,effect_threshold,wilcoxon_alternative,wilcoxon_p_value,effect_and_stability_pass,bh_q_value,retained,classification
standardized,NR-AR,HA1E,AQCHWTWZEMGIFD,0,20,0.0523196236109633,0.052319622987318425,-6.236448853863541e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,AQHHHDLHHXJYJD,0,20,0.037957106506202765,0.0373923328071822,-0.000564773699020565,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,AQIXAKUUQRKLND,0,20,0.03717758221978828,0.0371125020451198,-6.508017466849009e-05,0,-0.02,less,0.9996461868286133,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AQNDDEOPVVGCPG,0,20,0.047025851185103475,0.0476485185892481,0.0006226674041446255,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,ARFHIAQFJWUCFH,0,20,0.049300287804609766,0.049214047007015795,-8.624079759397517e-05,0,-0.02,less,2.384185791015625e-05,False,6.446625267327164e-05,False,not_retained
standardized,NR-AR,HA1E,ARSRBNBHOADGJU,0,20,0.033208953569314796,0.03320895154480309,-2.0245117053271922e-09,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,ASUTZQLVASHGKV,0,20,0.14512184426257627,0.1451218483266272,4.064050945773445e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,ATCGGEJZONJOCL,0,20,0.03977797521825528,0.040114433798913794,0.0003364585806585146,0,-0.02,less,0.9997587203979492,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AUNGANRZJHBGPY,0,20,0.08745895193352496,0.08757917029696376,0.00012021836343881,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AUVVAXYIELKVAI,0,20,0.06540429967572528,0.06540429877483483,-9.008904445356735e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,AUYYCJSJGJYCDS,0,20,0.06780231720558162,0.0678023166303154,-5.752662460972724e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,AUZONCFQVSMFAP,0,20,0.055718840952613355,0.05571884479271909,3.840105739991162e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AVOLMBLBETYQHX,0,20,0.04794152526410918,0.0468995431218238,-0.0010419821422853733,1,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,AXRCEOKUDYDWLF,0,20,0.09781949837587277,0.09722240893151171,-0.0005970894443610806,0,-0.02,less,0.0005083084106445312,False,0.001141630026691198,False,not_retained
standardized,NR-AR,HA1E,AZFBLLCNOQPJGJ,0,20,0.0792257765352711,0.0792257817653555,5.230084410695612e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AZSNMRSAGSSBNP,0,20,0.07505760394759617,0.07469064880451647,-0.0003669551430797072,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BAFKRPOFIYPKBQ,0,20,0.0563911974104375,0.05639119668313601,-7.27301499928168e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BAQCROVBDNBEEB,0,20,0.061113670097848204,0.06083378448467598,-0.00027988561317224026,0,-0.02,less,0.00029277801513671875,False,0.0007537476559902759,False,not_retained
standardized,NR-AR,HA1E,BBFQZRXNYIEMAW,0,20,0.041393311182055685,0.041402547169371265,9.235987315574234e-06,0,-0.02,less,0.00035381317138671875,False,0.000821321702403702,False,not_retained
standardized,NR-AR,HA1E,BBMULGJBVDDDNI,1,20,0.060558829216498467,0.06015400479182609,-0.0004048244246723794,0,0.05,greater,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BCEHBSKCWLPMDN,0,20,0.04263768688015083,0.042637687138128225,2.5797739465482916e-10,0,-0.02,less,0.9999685287475586,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BCGWQEUPMDMJNV,0,20,0.04979284414753155,0.04979284346213531,-6.85396240457381e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BDNFQGRSKSQXRI,0,20,0.04185661141293624,0.04205855591258152,0.00020194449964527593,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BDYYDXJSHYEDGB,0,20,0.04146668161688614,0.041466681606707786,-1.0178344972411325e-11,0,-0.02,less,0.28529834747314453,False,0.546868911592087,False,not_retained
standardized,NR-AR,HA1E,BEZZFPOZAYTVHN,0,20,0.11302571811166913,0.11286688618623075,-0.000158831925438388,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BFCDFTHTSVTWOG,0,20,0.045077116170496166,0.04500930899424683,-6.780717624934908e-05,0,-0.02,less,1.811981201171875e-05,False,4.9971447371349716e-05,False,not_retained
standardized,NR-AR,HA1E,BFPYWIDHMRZLRN,0,20,0.30730881644265884,0.30926322059590133,0.001954404153242517,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BFYIZQONLCFLEV,1,20,0.37862137400248896,0.3757054218702894,-0.0029159521321996144,0,0.05,greater,0.006808280944824219,False,0.014172937536752353,False,not_retained
standardized,NR-AR,HA1E,BGDKAVGWHJFAGW,0,20,0.04485929544145335,0.044859295875089286,4.3363593583978235e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BGNXCDMCOKJUMV,0,20,0.041332355353747456,0.041725377718290754,0.0003930223645433006,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BGSOJVFOEQLVMH,1,20,0.4239419298068582,0.4239419289948172,-8.12040970576966e-10,0,0.05,greater,0.9997587203979492,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BGSZAXLLHYERSY,0,20,0.2159874734935455,0.21574963093611657,-0.0002378425574289869,0,-0.02,less,0.7020902633666992,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BGYJFSXPRMOZJK,0,20,0.05619621826514894,0.06086689063955775,0.0046706723744088085,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BHKPHCKISVSDGV,0,20,0.03885584231269888,0.038855842187999715,-1.2469916939317205e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BHQCQFFYRZLCQQ,0,20,0.29441812602733797,0.2944181262495126,2.221745620811788e-10,0,-0.02,less,0.8528738021850586,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BIDNLKIUORFRQP,0,20,0.04251365815596348,0.04251365783105245,-3.2491102898435374e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BIIVYFLTOXDAOV,0,20,0.08333675283120322,0.07901157271168027,-0.004325180119522943,2,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BJFIDCADFRDPIO,0,20,0.0436310520365281,0.04348586989125474,-0.00014518214527335025,0,-0.02,less,0.00029277801513671875,False,0.0007537476559902759,False,not_retained
standardized,NR-AR,HA1E,BKRGVLQUQGGVSM,0,20,0.052700811519241456,0.051255653143623646,-0.0014451583756178049,1,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BKYKPTRYDKTTJY,0,20,0.04188760693410874,0.04188760635080206,-5.833066751836924e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BLCLNMBMMGCOAS,0,20,0.04507366506216224,0.04507366400820239,-1.0539598492564917e-09,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BLGXFZZNTVWLAY,0,20,0.08856483668431483,0.08796984804255518,-0.0005949886417596667,0,-0.02,less,0.9991550445556641,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BLJRIMJGRPQVNF,0,20,0.04941083032047285,0.05212568686563592,0.002714856545163055,0,-0.02,less,0.09467411041259766,False,0.1877961862282675,False,not_retained
standardized,NR-AR,HA1E,BLSQLHNBWJLIBQ,0,20,0.038119906519345735,0.037921333361876496,-0.0001985731574692451,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BLXXJMDCKKHMKV,0,20,0.04958664160321316,0.04963193368961828,4.529208640511942e-05,0,-0.02,less,0.9999990463256836,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BMUKKTUHUDJSNZ,0,20,0.046890886098391496,0.04689088616219058,6.379908025488933e-11,0,-0.02,less,0.9999160766601562,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BNRNXUUZRGQAQC,0,20,0.0629864304352495,0.06298643024662713,-1.8862237015360163e-10,0,-0.02,less,9.5367431640625e-06,False,2.6914190620444607e-05,False,not_retained
standardized,NR-AR,HA1E,BOBLHFUVNSFZPJ,1,20,0.37765258182502337,0.37765256666025376,-1.516476952623247e-08,0,0.05,greater,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPEGJWRSRHCHSN,0,20,0.04215892303840958,0.043206445194367615,0.00104752215595802,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPFYOAJNDMUVBL,0,20,0.0778842873329977,0.07644752392772157,-0.0014367634052761084,1,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BPICBUSOMSTKRF,0,20,0.033433408654281835,0.033433409287870725,6.335888797989742e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPLBGHOLXOTWMN,0,20,0.044380617299311545,0.044208734731994895,-0.00017188256731665887,0,-0.02,less,1.33514404296875e-05,False,3.7138489471084773e-05,False,not_retained
standardized,NR-AR,HA1E,BPZSYCZIITTYBL,0,20,0.05342197779697287,0.05342197906017008,1.2631971985782586e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BQJODPIMMWWMFC,0,20,0.04748080342581615,0.047960011462020696,0.0004792080362045436,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BQSJTQLCZDPROO,1,20,0.06348325978435815,0.06336596782974671,-0.00011729195461146965,0,0.05,greater,0.0031948089599609375,False,0.006903069359915597,False,not_retained
standardized,NR-AR,HA1E,BSYNRYMUTXBXSQ,0,20,0.041072421228927784,0.04181115478303144,0.0007387335541036554,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BTFMCMVEUCGQDX,0,20,0.055301908248808054,0.05530190815104859,-9.775947100443272e-11,0,-0.02,less,0.00013065338134765625,False,0.0003464999264233733,False,not_retained
standardized,NR-AR,HA1E,BUGYDGFZZOZRHP,0,20,0.1017688337342463,0.10254159603137927,0.0007727622971329416,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BUJAGSGYPOAWEI,0,20,0.03716462000402732,0.037579512052467,0.0004148920484396749,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BUXRLJCGHZZYNE,0,20,0.043357249712696534,0.04395714178090517,0.000599892068208635,0,-0.02,less,0.7954511642456055,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BVMYCHKQPGEOSI,0,20,0.050396022454823663,0.05039602356259313,1.1077694702515962e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BVPWJMCABCPUQY,0,20,0.04798332649581148,0.04767360571160502,-0.0003097207842064686,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BWPIARFWQZKAIA,0,20,0.04942721568343936,0.049427216000959104,3.1751974972904497e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BWWVAEOLVKTZFQ,1,20,0.044053609118613425,0.04456952343942726,0.0005159143208138452,0,0.05,greater,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,BXZVVICBKDXVGW,0,20,0.0465722446836793,0.046572246659237475,1.9755581840558145e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BYJAVTDNIXVSPW,0,20,0.037063424130105535,0.03700872590817894,-5.469822192659991e-05,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BYPFEZZEUUWMEJ,0,20,0.05007932346203765,0.05047217207709048,0.0003928486150528248,0,-0.02,less,0.9800052642822266,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BZMKNPGKXJAIDV,0,20,0.06950523370167279,0.06961582062247153,0.00011058692079872063,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CAJIGINSTLKQMM,0,20,0.04756989723918693,0.04697928837341414,-0.0005906088657727761,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CAMYKONBWHRPDD,0,20,0.040069186164425896,0.039848392295378524,-0.00022079386904736952,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CBEQULMOCCWAQT,0,20,0.041787862317774774,0.041787862624158546,3.0638377009062355e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CBPJQFCAFFNICX,0,20,0.053121019170047544,0.05326291253367451,0.00014189336362697562,0,-0.02,less,0.0004253387451171875,False,0.000968771541819853,False,not_retained
standardized,NR-AR,HA1E,CBQGYUDMJHNJBX,0,20,0.04153724488779095,0.041537245133416,2.4562504495617696e-10,0,-0.02,less,0.9999971389770508,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CDOZDBSBBXSXLB,0,20,0.043894535682200905,0.04389453556212766,-1.2007324995400026e-10,0,-0.02,less,0.0021104812622070312,False,0.0046116159408948225,False,not_retained
standardized,NR-AR,HA1E,CEBYCSRFKCEUSW,0,20,0.0724027357732932,0.07216743670487871,-0.00023529906841450384,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CEMAWMOMDPGJMB,0,20,0.03768682424821702,0.037704568616042544,1.7744367825525685e-05,0,-0.02,less,0.00035381317138671875,False,0.000821321702403702,False,not_retained
standardized,NR-AR,HA1E,CEUORZQYGODEFX,0,20,0.04300034113445893,0.0441938644488407,0.0011935233143817816,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CGIGDMFJXJATDK,0,20,0.07101078290552734,0.07101078699387697,4.088349624120635e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CJGYSWNGNKCJSB,0,20,0.049055860734423,0.04879580896017633,-0.00026005177424667027,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CJOFXWAVKWHTFT,0,20,0.043901641119439686,0.04482604712223595,0.0009244060027962641,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CMHHMUWAYWTMGS,0,20,0.04518298743970066,0.04493010742346991,-0.00025288001623074047,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CMSMOCZEIVJLDB,0,20,0.03469094080516917,0.034644157501438975,-4.678330373019956e-05,0,-0.02,less,0.9892578125,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CMWTZPSULFXXJA,0,20,0.043608537345144104,0.04312948004634397,-0.0004790572988001448,0,-0.02,less,6.67572021484375e-06,False,1.906223353383112e-05,False,not_retained
standardized,NR-AR,HA1E,CNPVJJQCETWNEU,0,20,0.048059899308127166,0.048059899018625105,-2.8950205913091944e-10,0,-0.02,less,1.811981201171875e-05,False,4.9971447371349716e-05,False,not_retained
standardized,NR-AR,HA1E,COVZYZSDYWQREU,0,20,0.03504373185014988,0.035043731711677205,-1.3847268002381563e-10,0,-0.02,less,6.67572021484375e-06,False,1.906223353383112e-05,False,not_retained
standardized,NR-AR,HA1E,CPJSUEIXXCENMM,0,20,0.044311508380874595,0.044280959860391836,-3.0548520482765604e-05,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CPTBDICYNRMXFX,0,20,0.04129451803464108,0.042002390565525835,0.0007078725308847448,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CPZBLNMUGSZIPR,0,20,0.04169701133517625,0.04181312104538319,0.0001161097102069502,0,-0.02,less,0.00035381317138671875,False,0.000821321702403702,False,not_retained
standardized,NR-AR,HA1E,CRDAMVZIKSXKFV,0,20,0.03957997972673587,0.03957998029149927,5.647633962921339e-10,0,-0.02,less,0.9999990463256836,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CTRLABGOLIVAIY,0,20,0.051241744218924266,0.051241744504062395,2.8513813428443503e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CUHVIMMYOGQXCV,0,20,0.037426742358091736,0.036548136096709864,-0.00087860626138187,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CUIHSIWYWATEQL,0,20,0.054592435480926294,0.054201762536778234,-0.00039067294414806,0,-0.02,less,0.00029277801513671875,False,0.0007537476559902759,False,not_retained
standardized,NR-AR,HA1E,CURUTKGFNZGFSE,0,20,0.05133415662277498,0.051334156450398384,-1.7237660916713526e-10,0,-0.02,less,2.86102294921875e-06,False,8.443506752572408e-06,False,not_retained
standardized,NR-AR,HA1E,CVXBEEMKQHEXEN,0,20,0.03803181208683571,0.037258755224058845,-0.0007730568627768551,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CWRVKFFCRWGWCS,0,20,0.0344885534911576,0.03448855278537806,-7.057795403664358e-10,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CXOFVDLJLONNDW,0,20,0.10582935862786665,0.10658083953327539,0.0007514809054087558,0,-0.02,less,0.9999685287475586,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CYXKNKQEMFBLER,0,20,0.04153489206815307,0.04109736175201756,-0.00043753031613550546,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CZFFBEXEKNGXKS,0,20,0.05468724379045105,0.05468724154143206,-2.249018984587514e-09,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,CZIHNRWJTSTCEX,0,20,0.04518643947180758,0.04392401864112057,-0.0012624208306870096,1,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,DBABZHXKTCFAPX,1,20,0.04339029461278153,0.04261453516274846,-0.0007757594500330709,0,0.05,greater,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DBEPLOCGEIEOCV,0,20,0.34922148586152324,0.35123080319660754,0.0020093173350842985,0,-0.02,less,0.0008449554443359375,False,0.0018716633183459667,False,not_retained
standardized,NR-AR,HA1E,DCOPUUMXTXDBNB,0,20,0.03591269615755067,0.0357389179434596,-0.00017377821409106947,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DCSUBABJRXZOMT,0,20,0.047284452531853566,0.04728445255889749,2.704392543240175e-11,0,-0.02,less,0.9779729843139648,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DDLIGBOFAVUZHB,0,20,0.06598350992764104,0.06775474862351981,0.001771238695878739,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DDNCQMVWWZOMLN,0,20,0.08225984498387824,0.08225984513525082,1.513725984836345e-10,0,-0.02,less,0.9999475479125977,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DDUHZTYCFQRHIY,0,20,0.11598145439857051,0.11598145381318985,-5.853806502031933e-10,0,-0.02,less,2.86102294921875e-06,False,8.443506752572408e-06,False,not_retained
standardized,NR-AR,HA1E,DEQITUUQPICUMR,0,20,0.07793283972198194,0.07873834273565518,0.0008055030136732144,0,-0.02,less,0.0004253387451171875,False,0.000968771541819853,False,not_retained
standardized,NR-AR,HA1E,DERZBLKQOCDDDZ,0,20,0.0593939535575204,0.05938353536492393,-1.041819259646054e-05,0,-0.02,less,0.05269908905029297,False,0.10627649625142416,False,not_retained
standardized,NR-AR,HA1E,DFBKLUNHFCTMDC,0,20,0.078737538412824,0.07873753278477538,-5.628048636158179e-09,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,DFPAKSUCGFBDDF,0,20,0.03622138418605091,0.03622138417157593,-1.447497451761981e-11,0,-0.02,less,0.22618770599365234,False,0.4352876727671083,False,not_retained
standardized,NR-AR,HA1E,DGMPVYSXXIOGJY,0,20,0.03679353497076919,0.03679353486216208,-1.0860710490667724e-10,0,-0.02,less,1.33514404296875e-05,False,3.7138489471084773e-05,False,not_retained
standardized,NR-AR,HA1E,DHSSDEDRBUKTQY,0,20,0.04433180529543791,0.0443318054632593,1.6782139011795038e-10,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DJBNUMBKLMJRSA,0,20,0.04269591213553013,0.04328653346376938,0.0005906213282392558,0,-0.02,less,0.006039619445800781,False,0.012681890723503593,False,not_retained
standardized,NR-AR,HA1E,DJDSLBVSSOQSLW,0,20,0.03709200228474767,0.03609277474107428,-0.000999227543673385,0,-0.02,less,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,DJHCCTTVDRAMEH,1,20,0.3661121311107459,0.3661121355919942,4.4812483362965946e-09,0,0.05,greater,9.5367431640625e-07,False,3.1082718460648146e-06,False,not_retained
standardized,NR-AR,HA1E,DKGZKTPJOSAWFA,0,20,0.07618220786794103,0.07618220757428398,-2.936570285549944e-10,0,-0.02,less,1.9073486328125e-06,False,5.7878165409482756e-06,False,not_retained
standardized,NR-AR,HA1E,DKLKMKYDWHYZTD,0,20,0.03634698895481683,0.03634698889216041,-6.265642050334863e-11,0,-0.02,less,0.04484748840332031,False,0.09082085517659846,False,not_retained
standardized,NR-AR,HA1E,DKMFBWQBDIGMHM,0,20,0.04488368913682696,0.04488369048707695,1.3502500052081644e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
