variant,task,cell,ik,y,n_repeats,mean_probability_chem,mean_probability_bio,mean_delta_probability,n_repeats_exceeding_threshold,effect_threshold,wilcoxon_alternative,wilcoxon_p_value,effect_and_stability_pass,bh_q_value,retained,classification
standardized,SR-MMP,HA1E,AQCHWTWZEMGIFD,0,20,0.17984087995773093,0.15488977167255116,-0.024951108285179747,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,ASUTZQLVASHGKV,0,20,0.10931421990818979,0.0855956611481872,-0.023718558760002582,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,ATCGGEJZONJOCL,0,20,0.16562595227193627,0.1381818069583434,-0.027444145313592905,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BBMULGJBVDDDNI,1,20,0.3622828034821463,0.5013827162631399,0.1390999127809935,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,BCEHBSKCWLPMDN,0,20,0.19919660132943043,0.1449944787435315,-0.05420212258589889,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BIDNLKIUORFRQP,0,20,0.1498845761772662,0.10446198165571266,-0.04542259452155354,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BLXXJMDCKKHMKV,0,20,0.33075852316259213,0.27440044748181197,-0.056358075680780065,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BMUKKTUHUDJSNZ,0,20,0.1518432802294476,0.1272422972225953,-0.024600983006852283,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BQJODPIMMWWMFC,0,20,0.11571577398797857,0.07447291063913666,-0.04124286334884192,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BSYNRYMUTXBXSQ,0,20,0.1090156614835995,0.07281689701715152,-0.03619876446644795,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,BTFMCMVEUCGQDX,0,20,0.13580560390434027,0.09611866211833739,-0.03968694178600288,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,CBPJQFCAFFNICX,0,20,0.19754103762107975,0.1442213962420416,-0.05331964137903812,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,CGIGDMFJXJATDK,0,20,0.2684079632503629,0.21049121954076527,-0.05791674370959758,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,CMWTZPSULFXXJA,0,20,0.2925573611464772,0.24048967535001461,-0.05206768579646255,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,CPJSUEIXXCENMM,0,20,0.1766627802392246,0.12631658752382852,-0.05034619271539605,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,CYXKNKQEMFBLER,1,20,0.10742914412823745,0.5032978408317423,0.39586869670350483,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,CZFFBEXEKNGXKS,0,20,0.07967851540083501,0.047031563175667104,-0.032646952225167905,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DCOPUUMXTXDBNB,0,20,0.2203316363684002,0.16561278689335862,-0.05471884947504156,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DERZBLKQOCDDDZ,0,20,0.2329403804074624,0.19280520881025798,-0.04013517159720438,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DFBKLUNHFCTMDC,1,20,0.582164237372866,0.7469065200804489,0.16474228270758298,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,DJHCCTTVDRAMEH,0,20,0.3757055512969098,0.3144746372390429,-0.06123091405786687,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DKMFBWQBDIGMHM,0,20,0.0973620743914653,0.06991823368461464,-0.027443840706850648,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DNTGGZPQPQTDQF,0,20,0.18020140212853575,0.1338438717638194,-0.046357530364716314,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DOMXUEMWDBAQBQ,0,20,0.5092261920389887,0.4635232097053225,-0.04570298233366619,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DTOSIQBPPRVQHS,0,20,0.1429221195350342,0.10198564721564166,-0.040936472319392556,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DUEPRVBVGDRKAG,0,20,0.15067344542144123,0.1112386022359751,-0.03943484318546612,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,DYEFUKCXAQOFHX,1,20,0.5331374411038088,0.7628939700107003,0.22975652890689152,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,FABPRXSRWADJSP,0,20,0.12468654224342461,0.09662986453926062,-0.028056677704163986,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,FELGMEQIXOGIFQ,0,20,0.19670876043436747,0.14952888652147187,-0.04717987391289559,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,FFINMCNLQNTKLU,0,20,0.3032669936158875,0.2510083905681185,-0.05225860304776895,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,FGXWKSZFVQUSTL,0,20,0.21948762102852873,0.14652526356178608,-0.07296235746674264,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,FJLGEFLZQAZZCD,1,20,0.5119272258374739,0.7476709254770921,0.23574369963961836,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,FYPMFJGVHOHGLL,0,20,0.5743596399442653,0.449512068192344,-0.12484757175192122,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GCTFWCDSFPMHHS,1,20,0.43932101726322975,0.9110247266923055,0.4717037094290757,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,GCUCIFQCGJIRNT,0,20,0.16869903781941525,0.14230817020869632,-0.026390867610718915,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GFNANZIMVAIWHM,0,20,0.11752507466900834,0.09266575055162046,-0.024859324117387904,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GJJFMKBJSRMPLA,0,20,0.10786289861458505,0.07333020160859068,-0.03453269700599437,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GJSURZIOUXUGAL,0,20,0.18965466779933754,0.15770069313275786,-0.03195397466657973,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GMHKMTDVRCWUDX,0,20,0.10238009921421609,0.07748453035366736,-0.02489556886054875,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GMVPRGQOIOIIMI,0,20,0.18861364365403663,0.15534028801069139,-0.033273355643345236,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,GPXLMGHLHQJAGZ,0,20,0.09316770881351057,0.0676705227600593,-0.02549718605345125,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,HDDSHPAODJUKPD,1,20,0.1446784909051992,0.4391523455397065,0.2944738546345073,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,HDWIHXWEUNVBIY,0,20,0.12870188074230565,0.10122377044878919,-0.027478110293516433,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,HPJKCIUCZWXJDR,0,20,0.47850179023105455,0.4053397047062351,-0.0731620855248194,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,HXHWSAZORRCQMX,1,20,0.09569709250879523,0.20831602698173124,0.11261893447293607,16,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,IAKOZHOLGAGEJT,1,20,0.7293440252399375,0.838328015109747,0.10898398986980959,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,IISBACLAFKSPIT,1,20,0.758579620169462,0.8634820440036733,0.10490242383421147,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,IMSSROKUHAOUJS,0,20,0.2741272283253774,0.21258918993569154,-0.0615380383896858,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,ITJNARMNRKSWTA,0,20,0.17614255931858291,0.1410703689608357,-0.03507219035774718,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,IUBSYMUCCVWXPE,0,20,0.08581678786038359,0.061266763689903095,-0.0245500241704805,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,IXORZMNAPKEEDV,0,20,0.17090875268391945,0.13116918259804822,-0.03973957008587119,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,JFIOVJDNOJYLKP,1,20,0.639886035190008,0.8218478086736276,0.18196177348361964,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,JFJZZMVDLULRGK,0,20,0.41096437361988675,0.3699220756858387,-0.0410422979340481,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,JKKFKPJIXZFSSB,0,20,0.21305932893132415,0.1747658066821874,-0.038293522249136756,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,JWUBBDSIWDLEOM,1,20,0.46433231815751297,0.595242651334686,0.130910333177173,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,JXLYSJRDGCGARV,1,20,0.2948898840894054,0.5558767095436555,0.2609868254542501,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,KBDSLGBFQAGHBE,0,20,0.17309714129518267,0.12007842115153974,-0.05301872014364288,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,KEDQCFRVSHYKLR,0,20,0.2130420311898103,0.16037790850034,-0.05266412268947026,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,KNHUKKLJHYUCFP,0,20,0.19839497954680047,0.15897484643802384,-0.03942013310877658,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,KPSRODZRAIWAKH,0,20,0.20684053406527675,0.15714558803732293,-0.04969494602795381,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,KWGRBVOPPLSCSI,0,20,0.16823943615465722,0.12856830002466252,-0.03967113612999465,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,KYRVNWMVYQXFEU,1,20,0.1590921704568477,0.32271665708234537,0.1636244866254976,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,LKBFFDOJUKLQNY,0,20,0.18403281952146217,0.1434735728168276,-0.04055924670463457,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,LPEPZBJOKDYZAD,1,20,0.1881488725743829,0.5728941583827453,0.3847452858083625,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,LPMXVESGRSUGHW,1,20,0.08337645506895035,0.7301333939159618,0.6467569388470115,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,LSLYOANBFKQKPT,0,20,0.17275308134306472,0.14327474067565482,-0.029478340667409904,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,LTMHDMANZUZIPE,1,20,0.11209066933418683,0.56398831491441,0.4518976455802231,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,LTRANDSQVZFZDG,0,20,0.3536117833988376,0.27992774110765717,-0.07368404229118038,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,LWQQLNNNIPYSNX,1,20,0.404711057665733,0.4853571886744235,0.08064613100869043,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,MDLAAYDRRZXJIF,1,20,0.4475839880653655,0.864751613785989,0.4171676257206237,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,MLDQJTXFUGDVEO,1,20,0.42982678879647696,0.5610262546091863,0.1311994658127093,15,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,MMOXZBCLCQITDF,0,20,0.12189621073940507,0.0899467504651553,-0.03194946027424979,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,MROJXXOCABQVEF,0,20,0.11953355609276288,0.06999160387708261,-0.049541952215680266,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,MWLSOWXNZPKENC,0,20,0.2597777115339171,0.1814701854820773,-0.07830752605183974,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,MYEJFUXQJGHEQK,1,20,0.1481175103548515,0.7299890904821266,0.5818715801272751,19,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,NCDNCNXCDXHOMX,0,20,0.2110095153828671,0.15632288266434696,-0.054686632718520124,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NCEXYHBECQHGNR,0,20,0.17219775020379371,0.1294776932573938,-0.04272005694639995,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NDDAHWYSQHTHNT,0,20,0.13606706991928386,0.10452728924223895,-0.0315397806770449,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NDTSRXAMMQDVSW,0,20,0.13534237715872582,0.10034193275918883,-0.03500044439953701,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NFHRQQKPEBFUJK,1,20,0.21161727996594445,0.2755886569023468,0.06397137693640238,16,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,NHUHCSRWZMLRLA,0,20,0.15389956650963277,0.11548972937435512,-0.03840983713527768,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NNJVILVZKWQKPM,0,20,0.08271577286021088,0.05816920275014391,-0.024546570110066966,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,NQDJXKOVJZTUJA,0,20,0.13267587265878447,0.07975308306533622,-0.052922789593448274,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OIRFJRBSRORBCM,0,20,0.25418059380431146,0.20226784915238366,-0.05191274465192782,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OJFSXZCBGQGRNV,0,20,0.33690299849901684,0.2670793378324054,-0.0698236606666115,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OLNTVTPDXPETLC,1,20,0.58747282028822,0.7012827138244874,0.11380989353626739,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,OLOOJGVNMBJLLR,0,20,0.5002847556748721,0.4241610643178146,-0.07612369135705746,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OPXLLQIJSORQAM,1,20,0.16706029615753315,0.3880283597658546,0.22096806360832147,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,OPZKBPQVWDSATI,1,20,0.3272477676280264,0.5568691971589371,0.22962142953091078,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,OYHQOLUKZRVURQ,0,20,0.23856961837095558,0.18800458508475965,-0.0505650332861959,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OZGNYLLQHRPOBR,0,20,0.31267707067794054,0.2812014567726109,-0.03147561390532966,16,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,OZWKMVRBQXNZKK,0,20,0.25990831745008747,0.2022941755483152,-0.057614141901772296,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,PCLITLDOTJTVDJ,0,20,0.16503941236052158,0.12211915048419508,-0.04292026187632646,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,PCZOHLXUXFIOCF,1,20,0.11812116553963059,0.3072951754973695,0.18917400995773895,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,PNVNVHUZROJLTJ,0,20,0.19089792226308772,0.15253678344220595,-0.038361138820881734,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,PUXBGTOOZJQSKH,0,20,0.28161615217338076,0.2507527640109597,-0.030863388162421103,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,QBPFLULOKWLNNW,1,20,0.6483360442771882,0.7266618910254125,0.07832584674822429,17,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,QUQPHWDTPGMPEX,0,20,0.18166873420564758,0.13103898234024453,-0.05062975186540305,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,QXKHYNVANLEOEG,0,20,0.265920323399501,0.23899995974639113,-0.026920363653109902,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RAVIZVQZGXBOQO,0,20,0.6267549818868529,0.5345718104486845,-0.09218317143816852,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RBTBFTRPCNLSDE,1,20,0.5760960322206143,0.8396361726556576,0.2635401404350433,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,RFHAOTPXVQNOHP,0,20,0.12114119445864105,0.09553394596297539,-0.025607248495665653,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RGPDEAGGEXEMMM,0,20,0.18074736080139395,0.1451021356863718,-0.03564522511502214,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RHAXSHUQNIEUEY,0,20,0.08327295114484676,0.06277333657855137,-0.020499614566295392,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RHMXXJGYXNZAPX,1,20,0.3687692199555856,0.5096739063899843,0.14090468643439863,18,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,RJMUSRYZPJIFPJ,1,20,0.3721654814150273,0.8159379374924702,0.44377245607744287,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,ROBVIMPUHSLWNV,0,20,0.13587468631848817,0.09618949934882433,-0.039685186969663874,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RRAFCDWBNXTKKO,0,20,0.23321213044814737,0.20082998253026738,-0.03238214791787995,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RWTNPBWLLIMQHL,0,20,0.38941030933658216,0.30183532456602513,-0.08757498477055704,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,RZJQGNCSTQAWON,0,20,0.21719029552413666,0.1795590934595162,-0.03763120206462048,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SGOOQMRIPALTEL,0,20,0.3016493102291453,0.25494564096066036,-0.04670366926848492,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SGUAFYQXFOLMHL,0,20,0.30240464717623294,0.2588138423461266,-0.04359080483010637,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SMANXXCATUTDDT,0,20,0.4627768050035268,0.3778414954935241,-0.08493530951000276,19,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SOYKEARSMXGVTM,0,20,0.44929316421502125,0.41463620184225813,-0.034656962372763014,18,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SPIUTQOUKAMGCX,0,20,0.14265726799988165,0.10062143837639344,-0.04203582962348823,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,SUBDBMMJDZJVOS,0,20,0.1060192448090865,0.07748530869907667,-0.028533936110009834,17,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,TTWJBBZEZQICBI,0,20,0.11375101863742274,0.08460712181598146,-0.02914389682144128,15,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,TVURRHSHRRELCG,0,20,0.5845585516992995,0.5074510617845237,-0.0771074899147757,20,-0.02,less,9.5367431640625e-07,True,1.5757475901806773e-06,True,corrected
standardized,SR-MMP,HA1E,TXVHTIQJNYSSKO,1,20,0.7301823455654645,0.8018044498457808,0.07162210428031628,16,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,UBPYILGKFZZVDX,1,20,0.293193792639423,0.38447533144808316,0.09128153880866018,15,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,UGTJLJZQQFGTJD,1,20,0.27996747921157267,0.586107357687387,0.30613987847581425,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,ULDXWLCXEDXJGE,1,20,0.3835333965334032,0.5449336581549005,0.1614002616214974,17,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
standardized,SR-MMP,HA1E,UQGKUQLKSCSZGY,0,20,0.18663146030301064,0.16283416003028509,-0.023797300272725565,17,-0.02,less,1.9073486328125e-06,True,3.0849728546545186e-06,True,corrected
standardized,SR-MMP,HA1E,UWKQSNNFCGGAFS,1,20,0.16631546590983942,0.3155904207660343,0.1492749548561949,20,0.05,greater,9.5367431640625e-07,True,1.5757475901806773e-06,True,rescued
