task,cell,repeat_id,outer_seed_requested,outer_split_seed,outer_split_signature,n_compounds,n_positive,n_negative
NR-PPAR-gamma,MCF7,0,2042,2042,03f46689ccc46b4135434806e985b57e502bc31255d22010df5734c3cd9d83e8,1060,33,1027
NR-PPAR-gamma,MCF7,1,3042,3043,fa61cb6237a7b2ffb74a4f50990db44e5db35787e1bc9dea6c54080e31f159e3,1060,33,1027
NR-PPAR-gamma,MCF7,2,4042,4042,88dd5c97193adf3c99d7ae036ed846cb93472a4c58c4b6e943c5d64deef0e1bc,1060,33,1027
NR-PPAR-gamma,MCF7,3,5042,5042,61f253ccfaf272cb75550cf13693be6944111219b39ffcca62abea4ff70e4723,1060,33,1027
NR-PPAR-gamma,MCF7,4,6042,6042,9f513c4ef1ec1c0fb40b3d5ec489cd5679169068ec8ca9166eca48f6c39f99df,1060,33,1027
NR-PPAR-gamma,MCF7,5,7042,7042,5892f0426901f5cd81240e0a0574e757e2a4b07e9ba92d873e3b117628939108,1060,33,1027
NR-PPAR-gamma,MCF7,6,8042,8042,af5b57ec6b750a72bf8c23297eeb375a64bcdce2e7546b3a94aa91b2b44d1f91,1060,33,1027
NR-PPAR-gamma,MCF7,7,9042,9042,9966c00a619eac4b746f802414c64d46d5eaa29d53bbcf67ad582d7e80d29cf5,1060,33,1027
NR-PPAR-gamma,MCF7,8,10042,10042,ccd366ed7ce911d968c17e7cadc7cba1437a4a4b9d9c3a15ddaf30f9d58b7a09,1060,33,1027
NR-PPAR-gamma,MCF7,9,11042,11042,d48dc4c79d4154261a2213349d2706cb086c791725ea617db8361f106727272a,1060,33,1027
NR-PPAR-gamma,MCF7,10,12042,12042,f62608d1d2a054b1a7054b5ac0d3a0c70330e615a59ea067ba6804bfc9a8266e,1060,33,1027
NR-PPAR-gamma,MCF7,11,13042,13043,2343c663a5c26de38310921b066adf2d3cd2c175e32a238a63f2bd2f339d7c5e,1060,33,1027
NR-PPAR-gamma,MCF7,12,14042,14042,d6c0d0eccb65f5e1a967bd9d11c5229b2d4a3b3debe4c62bb384db5355b66dd6,1060,33,1027
NR-PPAR-gamma,MCF7,13,15042,15042,4d7992bd80e5e8fd10525120fb8a6001a36f01fea1c9995746df5dddc6418a76,1060,33,1027
NR-PPAR-gamma,MCF7,14,16042,16042,23c9a5ab70769ff837cd3a9942d41f12ad949f0192cdfc84979a0c5b9c6d1cf3,1060,33,1027
NR-PPAR-gamma,MCF7,15,17042,17042,1f042d27a65f3286f863a5c9904d0c82d693e8152932999b7f5f10b79a2efe51,1060,33,1027
NR-PPAR-gamma,MCF7,16,18042,18043,3bf86e4ab3178667c4689588c5bd355782fdd51359384e597443d26b1c9651aa,1060,33,1027
NR-PPAR-gamma,MCF7,17,19042,19042,b86cb4ff7da2f43b4d902a38934395b829dcf66c990da65f3460e4dfdc6b8631,1060,33,1027
NR-PPAR-gamma,MCF7,18,20042,20042,6ac4ae57548a3e91a36f2e39f43665af4fb7df5d34e9110f2214ac92f23d0adc,1060,33,1027
NR-PPAR-gamma,MCF7,19,21042,21042,c1516305e9fb6942aaa61a3c57173552ae7f980bce072ba34a283345e1451bb2,1060,33,1027
SR-ARE,MCF7,0,2042,2042,c46b3f0e160bf1db58860a9b80f1d42e4389a0181a81f9291415c6d9d5a2281e,913,159,754
SR-ARE,MCF7,1,3042,3042,1bbab903c17f84566eecd392d62781d062bed3be71383c649fbcf6eeba791672,913,159,754
SR-ARE,MCF7,2,4042,4042,4e5f38861cb05ae9c72ccae049722743c6ae0d300606bf6fdfd159196f129767,913,159,754
SR-ARE,MCF7,3,5042,5042,20f79f9e10629a8dd3a139b6945429293ed9efa23dec25d68dba4be1c3f20580,913,159,754
SR-ARE,MCF7,4,6042,6042,51bce0bc66fe4de9751ca60a170082b059060130f9838348db04c6de6f769c74,913,159,754
SR-ARE,MCF7,5,7042,7042,de80d9b8cb227af5b68b2a43913601af0f182bb6fc5e336e4c99a488617367be,913,159,754
SR-ARE,MCF7,6,8042,8042,a52f66c63fd4b18a9c377d0585ce77e4934fb000b82985268c1a742a68bc2423,913,159,754
SR-ARE,MCF7,7,9042,9042,25c03ee889ac7c417e048458f1bc3d93be36115f06578e2fd643f5124b49f2fa,913,159,754
SR-ARE,MCF7,8,10042,10042,addafa03f7066d2cd8d6d3cdde90d4512844ea31c218254e3aedc2878fd9cac6,913,159,754
SR-ARE,MCF7,9,11042,11042,ebd3065d4a8ceb6e2a5377378e11c972438de5b462acf1b583da56336dd932e5,913,159,754
SR-ARE,MCF7,10,12042,12042,aa98d07f5d937aa596e808eef1db4fd401f70c628b3c8917e82f36609f139798,913,159,754
SR-ARE,MCF7,11,13042,13042,ff1a49780bb0c2ba21f0f48ebfcb67dae4b9a7c47316af6a056e34abbcfe33a1,913,159,754
SR-ARE,MCF7,12,14042,14042,cb93fa41e36acda782ecbe9d23762a414239802f0bbfb5a3a5aa158122acac4a,913,159,754
SR-ARE,MCF7,13,15042,15042,59d1161b5ee1faaae0bac787b2fafc38f6fa4324515ee1c04be64fa40aa641d4,913,159,754
SR-ARE,MCF7,14,16042,16042,02b3f4aceb6fe52e9e345822bf3b3f36a75e07be49fd7419f3708d79a96f8ab4,913,159,754
SR-ARE,MCF7,15,17042,17042,7e71738edc4620ca7279c45c0077e140bdfd2fbeb5205f7055a40c7befa6f52c,913,159,754
SR-ARE,MCF7,16,18042,18042,b47a973b6d6b6b5db59a4328addff10567ec1fcb96080175ec2e7968777fd161,913,159,754
SR-ARE,MCF7,17,19042,19042,edcdb56fe4b84a8897340be7bf2fe210431bc008e147fc76a4821089daf478c0,913,159,754
SR-ARE,MCF7,18,20042,20042,96a6a3fdfd2d14022af19f6ef66b93bcdf0ecccf67f57ceaf16f33d91a28e7f8,913,159,754
SR-ARE,MCF7,19,21042,21042,03412f7e56d0f9fa61f53a075f72c25238f25a8300fd3740b0de3486cfc02e6c,913,159,754
SR-ATAD5,MCF7,0,2042,2042,2c642d58e6d2ad50a6067b5db06694f70008034b5c6f41e4dbe533d842976cd7,1180,55,1125
SR-ATAD5,MCF7,1,3042,3042,b83989392838a0d1787266146430b8886091e25187621f0bdb00629f33e6c927,1180,55,1125
SR-ATAD5,MCF7,2,4042,4042,c8e45db3a4e217c8589d30cce93cc39844859b214eb73eda46fff21638805416,1180,55,1125
SR-ATAD5,MCF7,3,5042,5042,97ed0a0d649bfee2eb631dfded1ba38640f3a8f9d117e90de64d8b3846a3f25e,1180,55,1125
SR-ATAD5,MCF7,4,6042,6042,1b20ea0b6632f0a185af761e61546a07f60f5903fbf1cbacb934abeda16ed2a7,1180,55,1125
SR-ATAD5,MCF7,5,7042,7042,344280f5d765fe3d82248d0ef3669e747e5eae63b3f76f84cc077cb897534075,1180,55,1125
SR-ATAD5,MCF7,6,8042,8042,dd07aac261492941279dce74135a14ab0c48498419c58a6091cbc0e1de2aed2c,1180,55,1125
SR-ATAD5,MCF7,7,9042,9042,f877f2fd9caeffebee1a13dfadc8973ce563e4472469a80e2938ca1338607cc2,1180,55,1125
SR-ATAD5,MCF7,8,10042,10042,3aa12ef906a0f443a2601a25f1194fe357b6243506ff494179357d04067559a4,1180,55,1125
SR-ATAD5,MCF7,9,11042,11042,fea0efc8e5c313f264b71da5c29aff92881e883e4e1fc955ecf9dc21a0d718a7,1180,55,1125
SR-ATAD5,MCF7,10,12042,12042,020c343b227997d61c62e0d3294fe7235f5dc6855c1aaebb357821b66ecb361f,1180,55,1125
SR-ATAD5,MCF7,11,13042,13042,c926a46bdfd435fc19312e07c96aa4169bdbff19baf15c7e9408bb88babe34ba,1180,55,1125
SR-ATAD5,MCF7,12,14042,14042,fedca5c7038e3f05f864d9c4cdbf8e36b3ac001d0a2217a4aa965e7666150b83,1180,55,1125
SR-ATAD5,MCF7,13,15042,15042,ec15428ccff5dc527e16f174507cbe7643e4f6d707968e53b3c830a21dd49436,1180,55,1125
SR-ATAD5,MCF7,14,16042,16042,a3ec61599f0403702a97e05dc00347c57103d9598c88f4853491bc56968d9171,1180,55,1125
SR-ATAD5,MCF7,15,17042,17042,6213d679f0ec76cd020d0141009784d723653e203dab4ed822fe16446ac4f2b4,1180,55,1125
SR-ATAD5,MCF7,16,18042,18042,694aa84e36a9fcb0f2845479d58e5129b70df31d055e8cba3618b6b7e18fa31f,1180,55,1125
SR-ATAD5,MCF7,17,19042,19042,df9da2c29f61a9b7e426a41e706ad4a0622ba9883b4e703f3abcba21933e8551,1180,55,1125
SR-ATAD5,MCF7,18,20042,20042,4e0feee3827ef496dc1f5c249b9695f8583ea7bd1661c8cca2e6f2c654bbc3e1,1180,55,1125
SR-ATAD5,MCF7,19,21042,21042,96e5d72209d605bac9797bab7e0e7214f30cac46f44f428f26e7da5a5f0f3680,1180,55,1125
SR-HSE,MCF7,0,2042,2042,95c0179a19b653d0e39b7f4134d22488f981bab4a1552d656bc86a7bf55214a9,1065,62,1003
SR-HSE,MCF7,1,3042,3042,3d3aad00963785e0ea0a2b78904e9041ff59043e148f0c276728284765f7f8c7,1065,62,1003
SR-HSE,MCF7,2,4042,4042,d41c91fe9bdf94bed6b0c35896fae797e499a56312d8788f6263348c7ef0caac,1065,62,1003
SR-HSE,MCF7,3,5042,5042,5c853700b34bfef83f7eb14611088f0acac5a00a2062837b8c2bcfd181b9ab8f,1065,62,1003
SR-HSE,MCF7,4,6042,6042,3f96b22d557f30731eb551de0808e74c07e817142b687ddd4da962b5d0b2e922,1065,62,1003
SR-HSE,MCF7,5,7042,7042,59c25e436e8c6544bda6bc314fab79668f616830e07f3847782849ea70c91d7f,1065,62,1003
SR-HSE,MCF7,6,8042,8042,d0dbf19601152c3c50a06dbce4385b8913cd9eedef3b7aeee9822cae8e997546,1065,62,1003
SR-HSE,MCF7,7,9042,9042,37fe0d6d817c511b2349f7f2729da6f6f772a6acf3e2e1196cfe19f8f72f1394,1065,62,1003
SR-HSE,MCF7,8,10042,10042,95b6bb8d024dbdaf49a447b74c0bf71971d03f1c5833209a011c25a042f70d8b,1065,62,1003
SR-HSE,MCF7,9,11042,11042,3d77530c2e3f8fcbef28476a2d9d67fea5cd5466e1cbe82d6de3766ef212b2e2,1065,62,1003
SR-HSE,MCF7,10,12042,12042,dc3ea5ee675891bd998f7f0f5269f2d3e6fce0c008cacf7bcdafc45821d16f17,1065,62,1003
SR-HSE,MCF7,11,13042,13042,5a0aee2b15b116217e4b53fab2bef5ed48674b0e0dc57eb544977c13d095f063,1065,62,1003
SR-HSE,MCF7,12,14042,14042,1af6a0cf1df8de365bc95e412afb8481f08a1410b03cbc55170ead49c357910d,1065,62,1003
SR-HSE,MCF7,13,15042,15042,c57a93f2bddbee94ecc6e451b3567ab4c34d530824d009569033eacc68378420,1065,62,1003
SR-HSE,MCF7,14,16042,16042,75ad2d79518e26167ab43be129190ac74e82a464fdfa884da0894044b78f212b,1065,62,1003
SR-HSE,MCF7,15,17042,17042,f7559e88d5ce84ef82c479f78f3ce6dc1978966cc2617baa90d48e75f151f4c0,1065,62,1003
SR-HSE,MCF7,16,18042,18042,a57a57d5f06adacdc030cfd6804338a1a76205e451b40a7b4c54de2e65fe3307,1065,62,1003
SR-HSE,MCF7,17,19042,19042,8c8859e4a2b934c22c7cb1fdc10e28feeb513da610c6a5fbf092ce6a8f25ff35,1065,62,1003
SR-HSE,MCF7,18,20042,20042,ff8252bf7b621561102a1bcd718ab92578f60901857071e9ed9eb2943d2b0b64,1065,62,1003
SR-HSE,MCF7,19,21042,21042,2be3020a9bb101b49f3dcf42cd6510b6d19d9e732c25fd7c15a3f3f3aff9bd93,1065,62,1003
SR-MMP,MCF7,0,2042,2042,84b90ebb2c9b61aee857d4614cf060c5efc610a1dba1b69e6084f908ad721dc6,947,141,806
SR-MMP,MCF7,1,3042,3042,8c8a105ad658ac39170a3317d4eb49aa81622c118fca9a8f44fba49211fb9112,947,141,806
SR-MMP,MCF7,2,4042,4042,f77d687434469a8055894f6c487f03f1295da2968aa1a3b738777cb65453503d,947,141,806
SR-MMP,MCF7,3,5042,5042,0c6cf4f311d24fe14ab05f280b95b3f5dd0c10a27b20873794db197076a4f002,947,141,806
SR-MMP,MCF7,4,6042,6042,e99fb8c93efc28c7e53d3932a62b346b643163764308a2cae66b18495567f572,947,141,806
SR-MMP,MCF7,5,7042,7042,5a176f9d4b5a75d7c536b7474a3b4b310446d369aadbcbbdeaf73545fc565913,947,141,806
SR-MMP,MCF7,6,8042,8042,b4a630409f7a8bfbcc72fb37231226cfd04dd5c0cdc52bc080713575db9661c7,947,141,806
SR-MMP,MCF7,7,9042,9042,193f75bb74fd34aa193a47b4a81c08b52ebf9808fbaf9c9363d7cbc0b0a00735,947,141,806
SR-MMP,MCF7,8,10042,10042,6fad47b77c2be509f76268ffa7c0fd87209b48d78d15600401a767fffc7a7431,947,141,806
SR-MMP,MCF7,9,11042,11042,38cb7a43c0daddb1675735250bf49c3fcff3c3afcc99a87659a89f530cd234b7,947,141,806
SR-MMP,MCF7,10,12042,12042,5e4f534fc555e3309772511bb05e74455e0c554fad24d610cc552d52a80e7505,947,141,806
SR-MMP,MCF7,11,13042,13042,5409bafc9e2c80bb17269c4bc933d033659b59ccfe7cbccf2594f9f81cd84653,947,141,806
SR-MMP,MCF7,12,14042,14042,87eb8d361ccad683ca1ae7c1cd74dfefb094ae5c58dc1a0f4049c74449d824cd,947,141,806
SR-MMP,MCF7,13,15042,15042,72199ec7e25efa0fbfea54357e36dfe448fb2c69ea8ace95a3aac1d26bb3417f,947,141,806
SR-MMP,MCF7,14,16042,16042,ff650929e2ddc58b4a51970669dd3c28312940b4a49eb3e68551b73893fe0dc9,947,141,806
SR-MMP,MCF7,15,17042,17042,ede0a00328fe3667948b9c71df49e7c212530db8c5e4383d8799e93cea648ddb,947,141,806
SR-MMP,MCF7,16,18042,18042,e7dc9c4bbeb147fe78f8657d1bf9abc81fed149a367f26f5196ed12b0ea51a50,947,141,806
SR-MMP,MCF7,17,19042,19042,3c7aa987d1ab3ee740fd5f383a21166e1b0e85de74f7adf243f9c2380b639721,947,141,806
SR-MMP,MCF7,18,20042,20042,8a331ccefdfcbac08b9565bb38bc80d4165410a08cf08d141456a47d901a00e7,947,141,806
SR-MMP,MCF7,19,21042,21042,9fa12e44d28d365e65de2f458210071a6fb517dff57f89e8e4c9836ed3810486,947,141,806
SR-p53,MCF7,0,2042,2042,c813560f976c845365f150851496e5e8ef6df0541be1b2b5eecbc3b201f678dd,1142,98,1044
SR-p53,MCF7,1,3042,3042,989d87bda7bdc5a795537e5999b4ce81465b4ca62189fce66c428837de44412a,1142,98,1044
SR-p53,MCF7,2,4042,4042,fe12ca0116d78d4da2ab3c6d21048aaea85984ee71d4aebf1a551d0939873818,1142,98,1044
SR-p53,MCF7,3,5042,5042,cca9d0a84e51d260207ed0a164371d637e8a9f22967ac9e4ce8f5c252f259863,1142,98,1044
SR-p53,MCF7,4,6042,6042,b40c1b512ad7e64dcb62000422a8e0b59b3befaf7d3925c65c8e19fc175fae1c,1142,98,1044
SR-p53,MCF7,5,7042,7042,b7532dc238fbb30043ae34a2a7af7ffa09644bd1094f3b7101c419606ba8bff9,1142,98,1044
SR-p53,MCF7,6,8042,8042,cdf2b030f0d69d0b0f3d86f9622371240affbd823f1f6e2fa63844fa599bfb1b,1142,98,1044
SR-p53,MCF7,7,9042,9042,db989e980bfbc951e8284fada6842c39e6d80a32e778cdc6500e2e1b2bce486f,1142,98,1044
SR-p53,MCF7,8,10042,10042,c627e26cdfa0e778285bda2dd8a721a91eb3b6bff120b6f6d5b72e541967531a,1142,98,1044
SR-p53,MCF7,9,11042,11042,eaffa480164606eb460e0c27be428d3496a7ccec5059d222ab64d68c9c5a5d9f,1142,98,1044
SR-p53,MCF7,10,12042,12042,f09198f50ded0e3b21e34bbaf2f34e925a4c3dd87b4d5266dbc215b53989f83e,1142,98,1044
SR-p53,MCF7,11,13042,13042,f68472bec02df2884637c4263321d5a216ad8430d3574932d14f686c7a655cc7,1142,98,1044
SR-p53,MCF7,12,14042,14042,ea449da88cf069c8c01d934ddc641e3b351765680c6c3807f80dee0a69083a60,1142,98,1044
SR-p53,MCF7,13,15042,15042,6467f8cb9f541b08ed8ac6e23ba3c1c8abcd193617f4303a78cbb445dee5e3f6,1142,98,1044
SR-p53,MCF7,14,16042,16042,3994bef0ca9969792034aa015b02a817b98f731c45fd5b3e159acca13b97aa1d,1142,98,1044
SR-p53,MCF7,15,17042,17042,af6ee8dfb7a97451bdb4086aefae7ab18d84311427b6fbedc422400b906e3289,1142,98,1044
SR-p53,MCF7,16,18042,18042,c5ead2f3f44a7855e4ee1eaed28ba42c04f0baed94a49d96dd3793a20c9b1a52,1142,98,1044
SR-p53,MCF7,17,19042,19042,521cc6c2c37e6cec2cc302c1fe052038b66bf30e3e20a9d9c5ddc77ff9cae4ca,1142,98,1044
SR-p53,MCF7,18,20042,20042,ede0adf7b90d6c86b751eed3cf11e9518ca9f6a01de21c5208db5498f05dfa27,1142,98,1044
SR-p53,MCF7,19,21042,21042,5d885f146a3ccdb3b3851a818a6ecbfe5448d98baf520306f82213eec6aad542,1142,98,1044
